UID,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Student_Staff_Ratio,Diversity_Index,Students_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median,StudentEnrollment_mean,Staff
36678300000000_2004,36678300000000_2004,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.21,2018,NA,85,129.09,NA,NA,83.83,34.44,19.13,NA,0,0,0,NA,1049.5,8.13
36678300000000_2007,36678300000000_2007,0.12,0,94.15,0,5.85,100,41.59,2018,25798,85,109.19,NA,NA,100.21,34.44,41.43,NA,0,0,0,NA,671,6.15
36678300000000_2008,36678300000000_2008,0.12,0,75,0,25,100,41.58,2018,25798,85,109.19,NA,NA,100.21,34.44,41.43,NA,0,0,0,NA,671,6.15
36678300000000_2009,36678300000000_2009,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.59,2018,25798,85,109.19,NA,NA,100.21,34.44,41.43,NA,0,0,0,NA,671,6.15
19646300000000_2173,19646300000000_2173,0.12,0,100,0,0,100,37.92,NA,43333,49,NA,NA,NA,99.47,34.92,50.73,NA,0,0,0,NA,NA,NA
15737400000000_2227,15737400000000_2227,0.12,0,64.85,0,35.15,100,43.22,NA,46667,51,NA,NA,NA,70.82,27.08,30.15,NA,0,0,0,NA,NA,NA
14632700000000_2324,14632700000000_2324,0.12,7.28,40.07,0,52.65,100,41.97,1991,73259,5,NA,NA,NA,10.2,34.44,44.97,NA,0,0,0,NA,NA,NA
15737400000000_2368,15737400000000_2368,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.22,NA,46667,51,NA,NA,NA,70.82,27.08,30.15,NA,0,0,0,NA,NA,NA
36678800000000_2399,36678800000000_2399,0.12,0,99.89,0,0.11,100,41.02,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
19744300000000_2485,19744300000000_2485,0.12,0,100,0,0,100,37.58,NA,93750,0,NA,NA,NA,25.99,34.92,67.43,NA,0,0,0,NA,NA,NA
36738900000000_2592,36738900000000_2592,0.12,0,19.07,0,80.93,100,43.17,NA,58482,82,NA,NA,NA,202.56,34.44,49.06,23.6,0,0,0,NA,NA,7.98
36679200000000_2858,36679200000000_2858,0.12,0,64.44,0,35.56,100,41.52,1990,NA,95,NA,NA,NA,84.71,34.44,44.62,41.7,0,0,0,NA,NA,17.23
36750800000000_2972,36750800000000_2972,0.12,7.07,65.37,0,27.56,100,39.93,1992,95125,39,NA,NA,NA,107.74,34.44,28.87,32.5,0,0,0,NA,NA,11.73
33103300000000_2984,33103300000000_2984,0.12,0,76,0,24,100,39.78,1981,NA,65,NA,NA,1894.5,57.29,31.72,28.56,68.45,0,0,0,NA,NA,32.75
36677400000000_2991,36677400000000_2991,0.12,0.32,69.47,0,30.21,100,41.33,NA,NA,49,NA,NA,NA,55.93,34.44,50.58,15.75,0,0,0,NA,NA,4.42
36677800000000_3502,36677800000000_3502,0.12,0,48.64,0,51.36,100,43.91,NA,NA,84,NA,NA,NA,36.78,34.44,24.04,31.15,0,0,0,NA,NA,13.36
15636900000000_3702,15636900000000_3702,0.12,0,41.89,0,58.11,100,43.08,1958,44766,58,NA,NA,NA,66.04,27.08,39.85,44,0,0,0,NA,NA,9.21
36675900000000_3707,36675900000000_3707,0.12,0,45.29,0,54.71,100,42.34,2006,NA,91,NA,NA,NA,79.62,34.44,33.77,41.45,0,0,0,NA,NA,14.25
36750500000000_78,36750500000000_78,0.13,0,76.71,0,23.29,100,41.59,1912,48656,83,60.34,NA,NA,62.88,34.44,36.77,NA,0,0,0,NA,2987,49.5
19648100000000_164,19648100000000_164,0.13,0,99.92,0,0.08,100,41.03,1920,61657,68,NA,NA,NA,56.57,34.92,77.46,15.6,0,0,0,NA,NA,13.28
19648100000000_165,19648100000000_165,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.03,1920,61657,68,NA,NA,NA,56.57,34.92,77.46,15.6,0,0,0,NA,NA,13.28
15636900000000_257,15636900000000_257,0.13,0,44.89,0,55.11,100,42.53,1959,44766,58,NA,NA,NA,66.04,27.08,39.85,38.6,0,0,0,NA,NA,10.04
15636900000000_258,15636900000000_258,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.53,1959,44766,58,NA,NA,NA,66.04,27.08,39.85,38.6,0,0,0,NA,NA,10.04
19642100000000_412,19642100000000_412,0.13,0,100,0,0,100,38.22,1969,NA,71,NA,NA,NA,26.12,22.48,46.7,2.95,0,0,0,NA,NA,7.53
19642100000000_413,19642100000000_413,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.22,1969,NA,71,NA,NA,NA,26.12,22.48,46.7,2.95,0,0,0,NA,NA,7.53
30103100000000_506,30103100000000_506,0.13,0,100,0,0,100,40.9,2015,66051,83,58.84,NA,NA,34.18,22.48,63.09,NA,0,0,0,NA,431,7.33
30103100000000_507,30103100000000_507,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,58.84,NA,NA,34.18,22.48,63.09,NA,0,0,0,NA,431,7.33
30103100000000_508,30103100000000_508,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,58.84,NA,NA,34.18,22.48,63.09,NA,0,0,0,NA,431,7.33
30103100000000_509,30103100000000_509,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,58.84,NA,NA,34.18,22.48,63.09,NA,0,0,0,NA,431,7.33
30103100000000_510,30103100000000_510,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,58.84,NA,NA,34.18,22.48,63.09,NA,0,0,0,NA,431,7.33
30739240000000_656,30739240000000_656,0.13,0,98.89,0,1.11,100,38.46,NA,153000,0,NA,NA,NA,21.72,22.48,64.47,7.65,0,0,0,NA,NA,NA
36679180000000_733,36679180000000_733,0.13,0,66.86,0,33.14,100,42.92,NA,79821,0,NA,NA,55,99.69,34.44,33.3,34.55,0,0,0,NA,485,NA
19645300000000_913,19645300000000_913,0.13,0,99.6,0,0.4,100,39.97,2016,61063,76,NA,NA,NA,60.9,34.92,68.29,14.55,0,0,0,NA,NA,5.63
15737400000000_995,15737400000000_995,0.13,0,61.48,0,38.52,100,44.74,NA,NA,51,NA,NA,NA,70.82,27.08,22.73,23.35,0,0,0,NA,NA,13.08
36750500000000_1191,36750500000000_1191,0.13,0,17.12,0,82.88,100,43.09,NA,37041,83,231.05,0.58,NA,81.42,34.44,30.58,NA,0,0,0,NA,3553.5,15.38
19646000000000_1271,19646000000000_1271,0.13,1.21,97.1,0,1.69,100,34.15,NA,NA,7,NA,NA,NA,12.77,34.92,41.45,6.3,0,0,0,NA,NA,13.97
36677400000000_1361,36677400000000_1361,0.13,0,7.28,0,92.72,100,40.79,2014,NA,49,92.48,NA,NA,55.93,34.44,50.58,NA,0,0,0,NA,289,3.13
19734400000000_1396,19734400000000_1396,0.13,0,100,0,0,100,39.27,2016,46923,89,23.36,NA,NA,82.3,34.92,64.48,NA,0,0,0,NA,473,20.25
36677800000000_1503,36677800000000_1503,0.13,0,42.39,0,57.61,100,43.95,2013,48171,84,NA,NA,NA,56.39,34.44,23.19,31.45,0,0,0,NA,NA,14.38
36677800000000_1504,36677800000000_1504,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.95,2013,48171,84,NA,NA,NA,56.39,34.44,23.19,31.45,0,0,0,NA,NA,14.38
36677800000000_1505,36677800000000_1505,0.13,0,42.7,0,57.3,100,42.92,2013,31000,84,NA,NA,NA,56.39,34.44,23.19,31.45,0,0,0,NA,NA,14.38
30666500000000_1940,30666500000000_1940,0.13,0,100,0,0,100,40.59,2004,48594,40,NA,NA,NA,33.43,22.48,69.97,22.35,0,0,0,NA,NA,12.92
36678300000000_2000,36678300000000_2000,0.13,0,42.16,0,57.84,100,45.58,2018,NA,85,129.09,NA,NA,83.83,34.44,19.13,NA,0,0,0,NA,1049.5,8.13
36678300000000_2001,36678300000000_2001,0.13,0,46.15,0,53.85,100,45.58,2018,NA,85,129.09,NA,NA,83.83,34.44,19.13,NA,0,0,0,NA,1049.5,8.13
36678300000000_2002,36678300000000_2002,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,45.58,2018,NA,85,129.09,NA,NA,83.83,34.44,19.13,NA,0,0,0,NA,1049.5,8.13
36676100000000_2396,36676100000000_2396,0.13,0,35.06,0,64.94,100,43.2,2006,NA,64,NA,NA,NA,202.56,34.44,41.21,NA,0,0,0,NA,NA,1
36678800000000_2400,36678800000000_2400,0.13,0,100,0,0,100,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2401,36678800000000_2401,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2402,36678800000000_2402,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2403,36678800000000_2403,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2407,36678800000000_2407,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2408,36678800000000_2408,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2413,36678800000000_2413,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
36678800000000_2414,36678800000000_2414,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,97.86,34.44,57.58,NA,0,0,0,NA,NA,NA
10623800000000_2417,10623800000000_2417,0.13,0,99.6,0,0.4,100,38.96,2017,57608,96,NA,NA,53.5,32.25,34.44,53.91,NA,0,0,0,NA,NA,NA
19645200000000_2446,19645200000000_2446,0.13,0,100,0,0,100,40.47,NA,39477,84,NA,NA,NA,64.3,34.92,72.9,NA,0,0,0,NA,NA,NA
36750800000000_2809,36750800000000_2809,0.13,0,91.33,0,8.67,100,39.53,2010,NA,39,NA,NA,NA,98.07,34.44,19.24,61.8,0,0,0,NA,NA,41.3
19734600000000_3009,19734600000000_3009,0.13,0,99.91,0,0.09,100,40.4,NA,NA,21,NA,NA,NA,26.46,34.92,53.8,52,0,0,0,NA,NA,15.43
19734600000000_3010,19734600000000_3010,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.4,NA,NA,21,NA,NA,NA,26.46,34.92,53.8,52,0,0,0,NA,NA,15.43
19734600000000_3011,19734600000000_3011,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.4,NA,NA,21,NA,NA,NA,26.46,34.92,53.8,52,0,0,0,NA,NA,15.43
15637800000000_3035,15637800000000_3035,0.13,0,56.3,0,43.7,100,44.79,NA,NA,83,NA,NA,NA,67.19,27.08,27,29,0,0,0,NA,NA,41.5
15637800000000_3036,15637800000000_3036,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.79,NA,NA,83,NA,NA,NA,67.19,27.08,27,29,0,0,0,NA,NA,41.5
15637800000000_3037,15637800000000_3037,0.13,0,68.31,0,31.69,100,44.72,NA,NA,83,NA,NA,NA,67.19,27.08,27,29,0,0,0,NA,NA,41.5
36678800000000_3250,36678800000000_3250,0.13,0,96.29,0,3.71,100,40.59,2008,12969,88,24.57,NA,NA,92.63,34.44,56.7,NA,0,0,0,NA,494.5,20.13
19102000000000_3691,19102000000000_3691,0.13,0,100,0,0,100,38.61,NA,48750,100,48,NA,NA,128.01,34.92,53.94,NA,0,0,0,NA,48,1
19102000000000_3692,19102000000000_3692,0.13,0,100,0,0,100,38.64,NA,49318,100,48,NA,NA,128.01,34.92,53.94,NA,0,0,0,NA,48,1
36675900000000_3706,36675900000000_3706,0.13,0,23.91,0,76.09,100,43.03,2006,NA,91,NA,NA,NA,79.62,34.44,33.77,41.45,0,0,0,NA,NA,14.25
36679200000000_3716,36679200000000_3716,0.13,0,60.65,0,39.35,100,42.94,2007,NA,95,NA,NA,NA,70.58,34.44,38.81,15.8,0,0,0,NA,NA,17.59
33670800000000_3746,33670800000000_3746,0.13,0,100,0,0,100,41.68,NA,39402,92,NA,NA,NA,96.83,31.72,36.85,46.1,0,0,0,NA,NA,24.48
36750500000000_79,36750500000000_79,0.14,0,88,0,12,100,41.66,1912,48656,83,60.34,NA,NA,62.88,34.44,36.77,NA,0,0,0,NA,2987,49.5
36678800000000_161,36678800000000_161,0.14,0,88.56,0,11.44,100,41.41,2009,NA,88,29.92,NA,NA,64.79,34.44,48.29,NA,0,0,0,NA,194.5,6.5
19645900000000_292,19645900000000_292,0.14,0,100,0,0,100,39.61,1907,52233,81,NA,NA,NA,51.1,34.92,46.27,28.6,0,0,0,NA,NA,22.68
15636800000000_327,15636800000000_327,0.14,0,11.16,0,88.84,100,46.05,NA,32500,79,NA,NA,NA,83.1,27.08,45.38,56.7,0,0,0,NA,NA,17.39
19645010000000_668,19645010000000_668,0.14,0,100,0,0,100,40.24,NA,39477,84,NA,NA,NA,48.95,34.92,73.84,13.65,0,0,0,NA,NA,NA
19649070000000_669,19649070000000_669,0.14,0,100,0,0,100,38.71,NA,32000,0,NA,NA,161,81.58,34.92,57.05,30.2,0,0,0,NA,1590,NA
36679180000000_692,36679180000000_692,0.14,0,60.38,0,39.62,100,41.53,1977,26554,0,NA,NA,55,107.74,34.44,38.3,34.55,0,0,0,NA,485,NA
30665140000000_707,30665140000000_707,0.14,0,99.36,0,0.64,100,40.78,1893,76563,0,NA,NA,NA,46.82,22.48,65.23,12.85,0,0,0,NA,NA,NA
30665140000000_708,30665140000000_708,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.78,1893,76563,0,NA,NA,NA,46.82,22.48,65.23,12.85,0,0,0,NA,NA,NA
36679340000000_710,36679340000000_710,0.14,0,55.75,0,44.25,100,41.72,NA,54875,0,NA,NA,199,94.91,34.44,43.08,17.95,0,0,0,NA,1790.5,NA
19645010000000_729,19645010000000_729,0.14,0,100,0,0,100,40.41,NA,39477,84,NA,NA,NA,51.4,34.92,74.1,13.65,0,0,0,NA,NA,NA
30665140000000_787,30665140000000_787,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.78,NA,76563,0,NA,NA,NA,46.82,22.48,65.23,12.85,0,0,0,NA,NA,NA
30665140000000_788,30665140000000_788,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.78,NA,76563,0,NA,NA,NA,46.82,22.48,65.23,12.85,0,0,0,NA,NA,NA
19649800000000_871,19649800000000_871,0.14,0,99.92,0,0.08,100,33.96,NA,NA,33,NA,NA,NA,50.21,34.92,64.75,14.35,0,0,0,NA,NA,13.57
30666500000000_882,30666500000000_882,0.14,0,100,0,0,100,40.15,1968,111471,40,NA,NA,NA,27.23,22.48,53.18,84.25,0,0,0,NA,NA,5.14
19646300000000_1343,19646300000000_1343,0.14,0,100,0,0,100,38.17,2009,43333,49,34.22,NA,NA,99.47,34.92,50.73,NA,0,0,0,NA,393.5,11.5
19646300000000_1344,19646300000000_1344,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.17,2009,43333,49,34.22,NA,NA,99.47,34.92,50.73,NA,0,0,0,NA,393.5,11.5
33751800000000_2123,33751800000000_2123,0.14,0,90.71,0,9.29,100,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
33751800000000_2125,33751800000000_2125,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
15737400000000_2140,15737400000000_2140,0.14,0,93.6,0,6.4,100,41.66,2009,NA,51,NA,NA,NA,70.82,27.08,38.72,NA,0,0,0,NA,NA,NA
33751800000000_2143,33751800000000_2143,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
33751800000000_2144,33751800000000_2144,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
33751800000000_2165,33751800000000_2165,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
33751800000000_2187,33751800000000_2187,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
33751800000000_2195,33751800000000_2195,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
15737400000000_2228,15737400000000_2228,0.14,0,100,0,0,100,41.66,2009,NA,51,NA,NA,NA,70.82,27.08,38.72,NA,0,0,0,NA,NA,NA
33751800000000_2357,33751800000000_2357,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
33751800000000_2358,33751800000000_2358,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA,NA,NA
15636900000000_2456,15636900000000_2456,0.14,0,37.01,0,62.99,100,44.8,2016,56726,58,NA,NA,NA,35.39,27.08,41.89,NA,0,0,0,NA,NA,NA
33671800000000_2477,33671800000000_2477,0.14,0,100,0,0,100,43.76,2008,29766,81,NA,NA,NA,75.75,31.72,34.8,NA,0,0,0,NA,NA,NA
9765960000000_2479,9765960000000_2479,0.14,0,100,0,0,100,37.46,NA,85856,0,NA,NA,NA,32.3,22.48,54.27,NA,0,0,0,NA,NA,NA
19648100000000_2522,19648100000000_2522,0.14,0,100,0,0,100,41.28,NA,35455,68,NA,NA,NA,46.84,34.92,68.55,NA,0,0,0,NA,NA,NA
19645200000000_2531,19645200000000_2531,0.14,0,100,0,0,100,40.17,NA,39477,84,NA,NA,NA,64.3,34.92,72.9,NA,0,0,0,NA,NA,NA
30666100000000_2641,30666100000000_2641,0.14,0,100,0,0,100,36.11,NA,55489,35,NA,NA,NA,39.05,22.48,61.66,21.85,0,0,0,NA,NA,18.59
36750800000000_2808,36750800000000_2808,0.14,0,69.32,0,30.68,100,38.73,2010,NA,39,NA,NA,NA,98.07,34.44,19.24,61.8,0,0,0,NA,NA,41.3
36679200000000_3244,36679200000000_3244,0.14,0,90.86,0,9.14,100,41.09,NA,26797,95,33.33,NA,NA,94.91,34.44,43.08,NA,0,0,0,NA,245,7.35
30103100000000_3506,30103100000000_3506,0.14,0,99.92,0,0.08,100,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3507,30103100000000_3507,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3508,30103100000000_3508,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3509,30103100000000_3509,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3510,30103100000000_3510,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3511,30103100000000_3511,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3512,30103100000000_3512,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3513,30103100000000_3513,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3514,30103100000000_3514,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3515,30103100000000_3515,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3516,30103100000000_3516,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3517,30103100000000_3517,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3518,30103100000000_3518,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
30103100000000_3519,30103100000000_3519,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,47.83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA,110,2.3
19651500000000_3633,19651500000000_3633,0.14,0,12.4,0,87.6,100,41.39,NA,54618,97,NA,NA,NA,110.17,34.92,28.03,41.15,0,0,0,NA,NA,21.42
19648100000000_3817,19648100000000_3817,0.14,0,100,0,0,100,41.22,NA,76500,68,NA,NA,NA,72.44,34.92,57.24,22.05,0,0,0,NA,NA,13.67
36677800000000_3862,36677800000000_3862,0.14,0,45.14,0,54.86,100,43.98,NA,NA,84,NA,NA,NA,54.19,34.44,22.08,39.8,0,0,0,NA,NA,40.58
30103100000000_24,30103100000000_24,0.15,0,99.52,0,0.48,100,36.53,1980,85856,83,NA,NA,NA,15.91,22.48,62.54,8.2,0,0,0,NA,NA,30.1
30103100000000_25,30103100000000_25,0.15,0,100,0,0,100,36.83,1980,85856,83,NA,NA,NA,15.91,22.48,62.54,8.2,0,0,0,NA,NA,30.1
19648100000000_102,19648100000000_102,0.15,0,99.84,0,0.16,100,40.1,2011,66250,68,NA,NA,NA,57.34,34.92,59.36,14.4,0,0,0,NA,NA,16.88
33671700000000_465,33671700000000_465,0.15,0,99.12,0,0.88,100,46.97,1990,33988,96,45.27,NA,NA,26.26,31.72,27.49,NA,0,0,0,NA,869,19.2
36750800000000_640,36750800000000_640,0.15,0.08,76.73,0,23.19,100,39.36,1961,69926,39,NA,NA,NA,87.61,34.44,21.33,45.1,0,0,0,NA,NA,13.56
19649070000000_652,19649070000000_652,0.15,0,99.52,0,0.48,100,38.76,NA,32000,0,NA,NA,161,81.58,34.92,57.05,30.2,0,0,0,NA,1590,NA
19645010000000_724,19645010000000_724,0.15,0,100,0,0,100,40.43,NA,39477,84,NA,NA,NA,51.4,34.92,74.1,13.65,0,0,0,NA,NA,NA
30665480000000_730,30665480000000_730,0.15,0,99.92,0,0.08,100,37.73,NA,136061,0,NA,NA,NA,32.83,22.48,60.31,13.1,0,0,0,NA,NA,NA
19647330000000_737,19647330000000_737,0.15,0,100,0,0,100,40.45,NA,64861,0,NA,0.47,20747,67.65,34.92,58.47,28.75,0,0,0,NA,158192,NA
33751800000000_919,33751800000000_919,0.15,0,97.69,0,2.31,100,40.91,1884,33958,64,NA,NA,NA,57.48,31.72,46.07,41.65,0,0,0,NA,NA,18.3
33751800000000_920,33751800000000_920,0.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.91,1884,33958,64,NA,NA,NA,57.48,31.72,46.07,41.65,0,0,0,NA,NA,18.3
19644500000000_1102,19644500000000_1102,0.15,0,100,0,0,100,39.33,NA,59022,75,NA,NA,NA,33.3,34.92,69.48,32.55,0,0,0,NA,NA,13.15
33670600000000_1110,33670600000000_1110,0.15,0,100,0,0,100,44.83,NA,NA,91,60.77,NA,NA,22.22,31.72,22.99,NA,0,0,0,NA,746,12.28
33670600000000_1111,33670600000000_1111,0.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.83,NA,NA,91,60.77,NA,NA,22.22,31.72,22.99,NA,0,0,0,NA,746,12.28
19646300000000_1162,19646300000000_1162,0.15,0,100,0,0,100,38.45,2013,46875,49,23.08,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA,75,3.25
19646300000000_1163,19646300000000_1163,0.15,0,100,0,0,100,38.33,2013,46875,49,23.08,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA,75,3.25
19646300000000_1165,19646300000000_1165,0.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.33,2013,46875,49,23.08,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA,75,3.25
19646300000000_1166,19646300000000_1166,0.15,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.33,2013,46875,49,23.08,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA,75,3.25
19753300000000_1188,19753300000000_1188,0.15,2.7,95.27,0.76,1.27,100,33.7,NA,250000,3,NA,NA,NA,13.27,34.92,42.12,5.75,0,0,0,NA,NA,25.75
19646300000000_1279,19646300000000_1279,0.15,0,100,0,0,100,38.8,NA,56771,49,NA,NA,NA,93.43,34.92,44.37,39.65,0,0,0,NA,NA,11.88
36677400000000_1358,36677400000000_1358,0.15,0,17.09,0,82.91,100,40.58,2014,NA,49,92.48,NA,NA,55.93,34.44,50.58,NA,0,0,0,NA,289,3.13
