UID,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Student_Staff_Ratio,Diversity_Index,Students_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median,StudentEnrollment_mean,Staff
19644900000000_2546,19644900000000_2546,0.42,0,75.1,2.39,22.51,100,34.85,2010,171563,65,NA,NA,NA,46.84,34.92,50.5,NA,0,1,0,NA,NA,NA
30736500000000_2623,30736500000000_2623,0.42,0,80.89,2.78,16.33,100,35.53,1999,NA,19,NA,NA,NA,17.33,22.48,42.53,7.9,0,1,0,NA,NA,37.91
19648700000000_2897,19648700000000_2897,0.42,0,89.22,1.04,9.74,100,33.65,NA,222738,6,NA,NA,NA,9.22,34.92,45.31,5.85,0,1,0,NA,NA,40.61
19648700000000_2898,19648700000000_2898,0.42,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.65,NA,222738,6,NA,NA,NA,9.22,34.92,45.31,5.85,0,1,0,NA,NA,40.61
19648700000000_2900,19648700000000_2900,0.42,0,83.08,0,16.92,100,33.97,NA,212656,6,NA,NA,NA,9.22,34.92,45.31,5.85,0,1,0,NA,NA,40.61
30736500000000_3535,30736500000000_3535,0.42,18.23,68.23,0,13.54,100,35.27,1971,79167,19,NA,NA,NA,12.7,22.48,36.43,9.6,0,1,0,NA,NA,35.71
54723000000000_3835,54723000000000_3835,0.42,0,46.24,0,53.76,100,33.66,NA,NA,92,NA,NA,NA,43.64,28.45,54.75,15.3,0,1,0,NA,NA,19.35
54722300000000_69,54722300000000_69,0.43,0,100,0,0,100,35.29,1991,82042,50,NA,NA,NA,67.52,28.45,64.18,17.6,0,1,0,NA,NA,23.51
54722300000000_71,54722300000000_71,0.43,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.29,1991,82042,50,NA,NA,NA,67.52,28.45,64.18,17.6,0,1,0,NA,NA,23.51
19649600000000_1333,19649600000000_1333,0.43,0,100,0,0,100,33.98,NA,NA,7,NA,NA,NA,10.66,34.92,46.57,1.9,0,1,0,NA,NA,20.87
19651300000000_1601,19651300000000_1601,0.43,0,96.28,0.71,3.01,100,35.9,NA,NA,75,NA,NA,NA,36.71,34.92,45.52,9.85,0,1,0,NA,NA,54.13
30736500000000_2893,30736500000000_2893,0.43,7.17,78.58,0,14.25,100,34.66,1972,79167,19,NA,NA,NA,12.7,22.48,36.43,7,0,1,0,NA,NA,11.92
54722100000000_3440,54722100000000_3440,0.43,9.52,22.86,3.41,64.21,100,30.64,NA,NA,34,NA,NA,NA,26.6,28.45,39.83,18.85,0,1,0,NA,NA,7.66
19646800000000_189,19646800000000_189,0.44,0.27,69.12,1.15,29.47,100,35.91,1992,148147,14,NA,NA,NA,23.62,34.92,54.91,10.25,0,1,0,NA,NA,13.61
54722600000000_1412,54722600000000_1412,0.44,0,98.86,0,1.14,100,36.1,NA,NA,71,NA,NA,NA,33.11,28.45,50.8,27.55,0,1,0,NA,NA,15.16
36678400000000_1555,36678400000000_1555,0.44,0,96.89,0.32,2.79,100,34.29,1957,NA,67,NA,NA,NA,37.85,34.44,47.78,18.5,0,1,0,NA,NA,12.43
36678400000000_1556,36678400000000_1556,0.44,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.29,1957,NA,67,NA,NA,NA,37.85,34.44,47.78,18.5,0,1,0,NA,NA,12.43
19757100000000_1871,19757100000000_1871,0.44,0,99.84,0.16,0,100,34.3,NA,NA,59,NA,NA,NA,10.66,34.92,46.57,7,0,1,0,NA,NA,22.59
19757100000000_1872,19757100000000_1872,0.44,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.3,NA,NA,59,NA,NA,NA,10.66,34.92,46.57,7,0,1,0,NA,NA,22.59
19757100000000_1873,19757100000000_1873,0.44,0,99.85,0,0.15,100,35.1,NA,NA,59,NA,NA,NA,28.98,34.92,48.13,7,0,1,0,NA,NA,22.59
19648700000000_1979,19648700000000_1979,0.44,0,90.35,6.38,3.27,100,33.11,1968,250000,6,NA,NA,NA,13.41,34.92,31.49,8.45,0,1,0,NA,NA,35.28
19648700000000_2054,19648700000000_2054,0.44,0,91.82,3.43,4.74,100,28.91,NA,199750,6,NA,NA,NA,12.61,34.92,32.35,3.3,0,1,0,NA,NA,12.85
10620260000000_2168,10620260000000_2168,0.44,0,12.88,12.56,74.56,100,31.67,NA,NA,0,NA,NA,NA,35.78,29.25,28.75,42.6,0,1,0,NA,NA,NA
54721300000000_2388,54721300000000_2388,0.44,2.39,2.39,27.59,67.62,100,31.04,2014,NA,50,NA,NA,NA,53.79,28.45,46.41,NA,0,1,0,NA,NA,NA
19648700000000_2526,19648700000000_2526,0.44,0,98.19,0.6,1.21,100,31.92,2002,188385,6,NA,NA,NA,19.66,34.92,48.35,NA,0,1,0,NA,NA,NA
19643900000000_3327,19643900000000_3327,0.44,0,50.86,0.86,48.28,100,33.04,NA,NA,19,NA,NA,NA,33.93,34.92,49.27,23.65,0,1,0,NA,NA,19.24
56725200000000_1892,56725200000000_1892,0.45,0.56,79.36,3.27,16.81,100,35.52,NA,83194,59,NA,NA,13,40.89,26.69,26.54,16.25,0,1,0,NA,NA,16.33
54720400000000_2820,54720400000000_2820,0.45,0,100,0,0,100,35.03,NA,79125,97,NA,NA,NA,40.71,28.45,65.87,25.6,0,1,0,NA,NA,45.06
54720400000000_2821,54720400000000_2821,0.45,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.03,NA,79125,97,NA,NA,NA,40.71,28.45,65.87,25.6,0,1,0,NA,NA,45.06
54720400000000_2822,54720400000000_2822,0.45,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.03,NA,79125,97,NA,NA,NA,40.71,28.45,65.87,25.6,0,1,0,NA,NA,45.06
42767900000000_3019,42767900000000_3019,0.45,0,88.95,8.53,2.52,100,33.1,NA,124176,62,NA,NA,NA,39.33,24.3,27.99,13.95,0,1,0,NA,NA,11.45
54721200000000_3163,54721200000000_3163,0.45,0,27.53,0,72.47,100,34.66,2016,33287,40,NA,NA,NA,35.91,28.45,44.35,11.55,0,1,0,NA,NA,8.69
54721200000000_3164,54721200000000_3164,0.45,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.66,2016,33287,40,NA,NA,NA,35.91,28.45,44.35,11.55,0,1,0,NA,NA,8.69
54721200000000_3165,54721200000000_3165,0.45,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.66,2016,33287,40,NA,NA,NA,35.91,28.45,44.35,11.55,0,1,0,NA,NA,8.69
54720300000000_2745,54720300000000_2745,0.46,0,100,0,0,100,34.72,NA,55119,72,NA,NA,NA,71.67,28.45,45.37,20.65,0,1,0,NA,NA,23.65
54720300000000_2746,54720300000000_2746,0.46,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.72,NA,55119,72,NA,NA,NA,71.67,28.45,45.37,20.65,0,1,0,NA,NA,23.65
54720300000000_2747,54720300000000_2747,0.46,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.72,NA,55119,72,NA,NA,NA,71.67,28.45,45.37,20.65,0,1,0,NA,NA,23.65
54720300000000_2748,54720300000000_2748,0.46,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.72,NA,55119,72,NA,NA,NA,71.67,28.45,45.37,20.65,0,1,0,NA,NA,23.65
54720300000000_2749,54720300000000_2749,0.46,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.72,NA,55119,72,NA,NA,NA,71.67,28.45,45.37,20.65,0,1,0,NA,NA,23.65
54720600000000_2825,54720600000000_2825,0.46,24.05,75.95,0,0,100,34.84,NA,NA,80,NA,NA,NA,61.64,28.45,35.29,21.2,0,1,0,NA,NA,31.36
54722560000000_751,54722560000000_751,0.47,7.27,87.54,0,5.19,100,35.16,NA,33836,43,NA,NA,164,64.92,28.45,39.05,27.85,0,1,0,NA,1732.5,NA
56725200000000_1894,56725200000000_1894,0.47,0,96.41,3.59,0,100,35.22,NA,83194,59,NA,NA,13,40.89,26.69,26.54,16.25,0,1,0,NA,NA,16.33
19648700000000_1972,19648700000000_1972,0.47,0,78.44,4.06,17.5,100,30.97,NA,250000,6,NA,NA,NA,8.46,34.92,31.97,9.2,0,1,0,NA,NA,14.63
19648700000000_1973,19648700000000_1973,0.47,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,30.97,NA,250000,6,NA,NA,NA,8.46,34.92,31.97,9.2,0,1,0,NA,NA,14.63
54721800000000_3339,54721800000000_3339,0.47,0,80.47,0,19.53,100,34.79,NA,NA,81,NA,NA,NA,43.64,28.45,54.75,34.35,0,1,0,NA,NA,29.33
54721800000000_3340,54721800000000_3340,0.47,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.79,NA,NA,81,NA,NA,NA,43.64,28.45,54.75,34.35,0,1,0,NA,NA,29.33
54721800000000_3341,54721800000000_3341,0.47,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.79,NA,NA,81,NA,NA,NA,43.64,28.45,54.75,34.35,0,1,0,NA,NA,29.33
36678700000000_451,36678700000000_451,0.48,0,65.82,27.81,6.37,100,28.97,1980,71184,55,NA,NA,NA,48.53,34.44,41.55,26.55,0,1,0,NA,NA,7.79
56725200000000_1893,56725200000000_1893,0.49,0,83.04,13.25,3.71,100,34.47,NA,83194,59,NA,NA,13,40.89,26.69,26.54,16.25,0,1,0,NA,NA,16.33
56725200000000_1895,56725200000000_1895,0.49,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.47,NA,83194,59,NA,NA,13,40.89,26.69,26.54,16.25,0,1,0,NA,NA,16.33
15637800000000_2163,15637800000000_2163,0.49,36.33,6.69,0,56.97,100,35.53,2008,27227,83,NA,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA,NA,NA
15637800000000_2194,15637800000000_2194,0.49,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.53,2008,27227,83,NA,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA,NA,NA
54722600000000_2309,54722600000000_2309,0.49,0,100,0,0,100,34.71,NA,86798,71,NA,NA,NA,46.02,28.45,61.75,NA,0,1,0,NA,NA,NA
15637800000000_2340,15637800000000_2340,0.49,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.53,2008,27227,83,NA,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA,NA,NA
15637800000000_2391,15637800000000_2391,0.49,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.53,2008,27227,83,NA,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA,NA,NA
15636300000000_2793,15636300000000_2793,0.49,0,12.51,81.91,5.58,100,27.97,2013,NA,41,22.12,NA,NA,25.97,27.08,46.71,NA,0,1,0,NA,72,3.26
56725200000000_1977,56725200000000_1977,0.5,3.27,44.51,23.81,28.42,100,34.05,NA,98140,59,NA,NA,13,40.95,26.69,30.98,18.4,0,1,0,NA,NA,11.37
42692500000000_2053,42692500000000_2053,0.5,1.95,78.55,9.66,9.84,100,28.47,NA,NA,23,NA,NA,NA,11.97,24.3,32.96,8.1,0,1,0,NA,NA,33.88
54721080000000_2245,54721080000000_2245,0.5,0,100,0,0,100,34.47,NA,NA,0,NA,NA,NA,40.71,28.45,65.87,13.35,0,1,0,NA,NA,NA
42767900000000_3025,42767900000000_3025,0.5,0,93.14,3.43,3.43,100,31.9,NA,124176,62,NA,NA,NA,39.33,24.3,27.99,13.95,0,1,0,NA,NA,11.45
36678700000000_452,36678700000000_452,0.51,0,76.19,16.91,6.9,100,29.68,1980,71184,55,NA,NA,NA,48.53,34.44,41.55,26.55,0,1,0,NA,NA,7.79
54718500000000_536,54718500000000_536,0.51,0,100,0,0,100,33.34,NA,NA,56,NA,NA,NA,49.02,27.08,31.43,2.9,0,1,0,NA,NA,6.38
54718500000000_537,54718500000000_537,0.51,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.34,NA,NA,56,NA,NA,NA,49.02,27.08,31.43,2.9,0,1,0,NA,NA,6.38
54718500000000_538,54718500000000_538,0.51,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.34,NA,NA,56,NA,NA,NA,49.02,27.08,31.43,2.9,0,1,0,NA,NA,6.38
54722600000000_908,54722600000000_908,0.51,0,100,0,0,100,34.47,1858,NA,71,NA,NA,NA,34.37,28.45,42.96,27.15,0,1,0,NA,NA,8.66
36678700000000_1629,36678700000000_1629,0.51,28.95,48.22,19.9,2.93,100,29.81,NA,NA,55,NA,NA,NA,45.57,34.44,27.61,26.6,0,1,0,NA,NA,16.63
42691500000000_3309,42691500000000_3309,0.51,1.71,35.64,7.61,55.04,100,31.66,NA,NA,81,NA,NA,NA,11.87,24.3,20.29,21.35,0,1,0,NA,NA,3.48
42691600000000_498,42691600000000_498,0.53,0,61.64,17.55,20.81,100,31.83,NA,112232,3,NA,NA,NA,15,24.3,27.41,3.7,0,1,0,NA,NA,11.28
33670800000000_1346,33670800000000_1346,0.53,0,59.71,39.09,1.2,100,29.32,NA,90000,92,NA,NA,NA,30,31.72,29.71,23.95,0,1,0,NA,NA,14.28
54718520000000_2169,54718520000000_2169,0.53,0,100,0,0,100,33.09,NA,NA,0,NA,NA,NA,49.02,27.08,31.43,2.9,0,1,0,NA,NA,NA
36678700000000_2342,36678700000000_2342,0.53,16.69,74.48,7.55,1.27,100,28.43,NA,90769,55,NA,NA,NA,91.68,34.44,31.33,NA,0,1,0,NA,NA,NA
33670800000000_1348,33670800000000_1348,0.54,0,46.99,47.18,5.84,100,29.16,NA,90000,92,NA,NA,NA,30.52,31.72,33.21,23.95,0,1,0,NA,NA,14.28
36678700000000_1630,36678700000000_1630,0.54,0,70.14,29.54,0.32,100,30.65,NA,NA,55,NA,NA,NA,47.74,34.44,34.17,26.6,0,1,0,NA,NA,16.63
36678700000000_1631,36678700000000_1631,0.54,0,72.97,27.03,0,100,30.66,NA,NA,55,NA,NA,NA,47.74,34.44,34.17,26.6,0,1,0,NA,NA,16.63
36678700000000_1632,36678700000000_1632,0.54,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,30.65,NA,NA,55,NA,NA,NA,47.74,34.44,34.17,26.6,0,1,0,NA,NA,16.63
36678700000000_1886,36678700000000_1886,0.54,3.54,75.68,15.78,4.99,100,29.69,NA,NA,55,NA,NA,NA,45.57,34.44,27.61,28.8,0,1,0,NA,NA,21.81
42692500000000_2049,42692500000000_2049,0.54,0,93.72,3.7,2.59,100,29.84,NA,NA,23,NA,NA,NA,11.97,24.3,32.96,8.1,0,1,0,NA,NA,33.88
42692500000000_2050,42692500000000_2050,0.54,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.84,NA,NA,23,NA,NA,NA,11.97,24.3,32.96,8.1,0,1,0,NA,NA,33.88
42692500000000_2051,42692500000000_2051,0.54,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.84,NA,NA,23,NA,NA,NA,11.97,24.3,32.96,8.1,0,1,0,NA,NA,33.88
42692500000000_2052,42692500000000_2052,0.54,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.84,NA,NA,23,NA,NA,NA,11.97,24.3,32.96,8.1,0,1,0,NA,NA,33.88
54720250000000_2487,54720250000000_2487,0.54,0,72.82,0,27.18,100,32.34,NA,41399,0,NA,NA,NA,41.63,28.45,55.04,14.05,0,1,0,NA,NA,NA
42767900000000_3020,42767900000000_3020,0.54,0,69.43,22.4,8.18,100,30.41,NA,NA,62,NA,NA,NA,39.33,24.3,27.99,13.95,0,1,0,NA,NA,11.45
42767900000000_3024,42767900000000_3024,0.54,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,30.41,NA,NA,62,NA,NA,NA,39.33,24.3,27.99,13.95,0,1,0,NA,NA,11.45
36678700000000_1887,36678700000000_1887,0.55,0,78.64,19.92,1.44,100,30.78,NA,NA,55,NA,NA,NA,45.57,34.44,27.61,28.8,0,1,0,NA,NA,21.81
42691600000000_497,42691600000000_497,0.56,0,79.55,12.3,8.15,100,29.72,NA,212708,3,NA,NA,NA,15,24.3,27.41,3.7,0,1,0,NA,NA,11.28
36678700000000_1884,36678700000000_1884,0.57,2.31,77.37,20.32,0,100,29.06,NA,NA,55,NA,NA,NA,45.57,34.44,27.61,28.8,0,1,0,NA,NA,21.81
36678700000000_1888,36678700000000_1888,0.57,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.06,NA,NA,55,NA,NA,NA,45.57,34.44,27.61,28.8,0,1,0,NA,NA,21.81
42692500000000_2048,42692500000000_2048,0.57,1.91,77.85,16.57,3.67,100,29.1,NA,198625,23,NA,NA,NA,11.97,24.3,32.96,8.1,0,1,0,NA,NA,33.88
36678700000000_3571,36678700000000_3571,0.57,0.56,62.18,31.61,5.65,100,30.06,NA,NA,55,NA,NA,NA,92.98,34.44,31.86,38.7,0,1,0,NA,NA,15.22
42692100000000_3599,42692100000000_3599,0.57,0,78.25,16.25,5.5,100,29.41,1961,122625,40,NA,NA,NA,23.01,24.3,45.39,15.7,0,1,0,NA,NA,12.79
36676400000000_996,36676400000000_996,0.58,0,22.11,60.38,17.51,100,28.92,NA,91328,73,NA,NA,NA,30.93,34.44,33.3,14.1,0,1,0,NA,NA,3.58
42691500000000_3308,42691500000000_3308,0.58,0,20.03,41.1,38.87,100,29.21,NA,250000,81,NA,NA,NA,11.87,24.3,20.29,21.35,0,1,0,NA,NA,3.48
42691600000000_499,42691600000000_499,0.59,0,64.79,30.71,4.49,100,29.2,NA,212708,3,NA,NA,NA,15,24.3,27.41,3.7,0,1,0,NA,NA,11.28
36677900000000_2084,36677900000000_2084,0.59,6.06,16.91,37.08,39.95,100,29.04,NA,75625,54,NA,NA,NA,22.5,34.44,36.1,12,0,1,0,NA,NA,3.88
54722600000000_2488,54722600000000_2488,0.6,0,100,0,0,100,33.15,1999,33836,71,NA,NA,NA,39.9,28.45,45.92,NA,0,1,0,NA,NA,NA
54721730000000_2527,54721730000000_2527,0.6,0,100,0,0,100,34.09,NA,NA,0,NA,NA,NA,67.52,28.45,64.18,5.25,0,1,0,NA,NA,NA
42691600000000_496,42691600000000_496,0.65,0.16,13.31,6.77,79.76,100,29.97,NA,177083,3,NA,NA,NA,15,24.3,27.41,3.7,0,1,0,NA,NA,11.28
36678700000000_1885,36678700000000_1885,0.67,0.62,40.62,58.76,0,100,26.19,NA,NA,55,NA,NA,NA,35.1,34.44,37.41,28.8,0,1,0,NA,NA,21.81
36678700000000_1889,36678700000000_1889,0.67,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,26.19,NA,NA,55,NA,NA,NA,35.1,34.44,37.41,28.8,0,1,0,NA,NA,21.81
36678700000000_1890,36678700000000_1890,0.67,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,26.19,NA,NA,55,NA,NA,NA,35.1,34.44,37.41,28.8,0,1,0,NA,NA,21.81
36678700000000_450,36678700000000_450,0.69,0,7.1,20.41,72.49,100,24.78,1980,77647,55,NA,NA,NA,48.53,34.44,41.55,26.55,0,1,0,NA,NA,7.79
36678700000000_2275,36678700000000_2275,0.69,0,35.36,35.83,28.81,100,25.31,2003,NA,55,NA,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA,NA,NA
36678700000000_2315,36678700000000_2315,0.7,0,8.98,3.13,87.89,100,25.56,2003,NA,55,NA,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA,NA,NA
36678700000000_2316,36678700000000_2316,0.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25.56,2003,NA,55,NA,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA,NA,NA
36678700000000_2377,36678700000000_2377,0.7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25.56,2003,NA,55,NA,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA,NA,NA
19642500000000_19,19642500000000_19,0.24,0,46.04,0,53.96,100,40.67,2012,NA,54,37.11,NA,NA,60.67,34.92,27.56,NA,1,1,1,NA,686.5,18.5
19649100000000_123,19649100000000_123,0.24,0,99.44,0,0.56,100,39.08,1965,39315,95,NA,NA,NA,78.05,34.92,51.83,37.35,1,1,1,NA,NA,15.15
56768300000000_171,56768300000000_171,0.24,0,100,0,0,100,38.29,1960,49911,91,NA,NA,NA,45.4,26.69,42.86,24.05,1,1,1,NA,NA,21.26
56768300000000_172,56768300000000_172,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.29,1960,49911,91,NA,NA,NA,45.4,26.69,42.86,24.05,1,1,1,NA,NA,21.26
19643300000000_255,19643300000000_255,0.24,0,98.96,0,1.04,100,37.03,1903,87704,26,NA,NA,NA,38.09,34.92,50.66,11.95,1,1,1,NA,NA,19.01
19650600000000_381,19650600000000_381,0.24,0,100,0,0,100,38.02,1950,95694,10,NA,NA,NA,35.45,34.92,55.16,3.3,1,1,1,NA,NA,12.7
36676800000000_433,36676800000000_433,0.24,0,95.3,0,4.7,100,38.47,2006,NA,57,NA,NA,NA,27.52,34.44,50.47,19.5,1,1,1,NA,NA,10.07
19650600000000_796,19650600000000_796,0.24,1.59,98.41,0,0,100,38.1,NA,118107,10,NA,NA,NA,35.45,34.92,38.94,8.65,1,1,1,NA,NA,NA
36678500000000_828,36678500000000_828,0.24,0,98.64,0,1.36,100,40.58,1981,45051,90,NA,NA,NA,77.93,34.44,48.6,68.6,1,1,1,NA,NA,15.3
33670300000000_866,33670300000000_866,0.24,0,97.68,0,2.32,100,38.78,2006,NA,74,NA,NA,NA,31.81,31.72,39.14,7.7,1,1,1,NA,NA,14.93
33670300000000_910,33670300000000_910,0.24,0.88,79.6,0,19.51,100,38.28,2006,NA,74,NA,NA,NA,31.81,31.72,39.14,9.1,1,1,1,NA,NA,88.93
33670300000000_911,33670300000000_911,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.28,2006,NA,74,NA,NA,NA,31.81,31.72,39.14,9.1,1,1,1,NA,NA,88.93
19650600000000_971,19650600000000_971,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.1,1954,118107,10,NA,NA,NA,35.45,34.92,38.94,16.5,1,1,1,NA,NA,10.2
33751900000000_1064,33751900000000_1064,0.24,0,92.44,0,7.56,100,39.66,2003,NA,24,NA,NA,NA,39.81,31.72,27.77,18.9,1,1,1,NA,NA,17.46
56725500000000_1065,56725500000000_1065,0.24,0,91.92,0,8.08,100,35.35,NA,67266,25,NA,NA,NA,36.53,26.69,45.39,80.55,1,1,1,NA,NA,5.1
19647300000000_1098,19647300000000_1098,0.24,0,100,0,0,100,37.86,NA,NA,80,NA,NA,NA,76.7,34.92,59.03,34.25,1,1,1,NA,NA,13.36
19643300000000_1167,19643300000000_1167,0.24,0,98.24,0,1.76,100,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1168,19643300000000_1168,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1169,19643300000000_1169,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1170,19643300000000_1170,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1171,19643300000000_1171,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1172,19643300000000_1172,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1173,19643300000000_1173,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1174,19643300000000_1174,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1175,19643300000000_1175,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
19643300000000_1178,19643300000000_1178,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.86,NA,97431,26,NA,NA,NA,35.1,34.92,67.43,22.3,1,1,1,NA,NA,12.04
56768300000000_1183,56768300000000_1183,0.24,0,100,0,0,100,38.2,NA,29564,91,NA,NA,NA,45.4,26.69,42.86,26.1,1,1,1,NA,NA,11.52
56768300000000_1184,56768300000000_1184,0.24,0,100,0,0,100,38.2,NA,29564,91,NA,NA,NA,45.4,26.69,42.86,26.1,1,1,1,NA,NA,11.52
19647300000000_1218,19647300000000_1218,0.24,0,100,0,0,100,38.21,NA,NA,80,NA,NA,NA,63.41,34.92,73.36,23.15,1,1,1,NA,NA,19.82
19647300000000_1219,19647300000000_1219,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.21,NA,NA,80,NA,NA,NA,63.41,34.92,73.36,23.15,1,1,1,NA,NA,19.82
19647300000000_1220,19647300000000_1220,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.21,NA,NA,80,NA,NA,NA,63.41,34.92,73.36,23.15,1,1,1,NA,NA,19.82
33670300000000_1232,33670300000000_1232,0.24,0,96.81,0,3.19,100,38.7,2004,NA,74,NA,NA,NA,28.21,31.72,54.75,16.8,1,1,1,NA,NA,18.93
33672200000000_1278,33672200000000_1278,0.24,0,96.27,0,3.73,100,38.84,NA,49241,96,NA,NA,NA,61.36,31.72,62.72,31.8,1,1,1,NA,NA,14.84
56768300000000_1397,56768300000000_1397,0.24,0,99.18,0,0.82,100,37.67,1926,68568,91,NA,NA,NA,45.4,26.69,42.86,22.25,1,1,1,NA,NA,32.95
56768300000000_1398,56768300000000_1398,0.24,18.39,81.03,0,0.57,100,37.53,1926,68568,91,NA,NA,NA,45.4,26.69,42.86,22.25,1,1,1,NA,NA,32.95
30739200000000_1416,30739200000000_1416,0.24,0,98.4,0.64,0.96,100,34.72,NA,146250,11,NA,NA,NA,19.55,22.48,60.11,11.7,1,1,1,NA,NA,26.71
19643300000000_1417,19643300000000_1417,0.24,0,99.7,0,0.3,100,36.97,NA,85500,26,NA,NA,NA,35.1,34.92,67.43,15.55,1,1,1,NA,NA,9.11
