Order,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type,char_prem_id,Utility,LONGITUDE,LATITUDE,char_prem_id,CDSCode,CDSCode_2,NCES
2465,19647200000000_1471,0.27,0,99.13,0,0.87,38.35,1957,88190,71,12.46,1523.5,55.19,34.92,75.06,20.85,0,1,0,,,1434055,Southern California Edison Company,-118.0819823,33.9535844,1434055,19647176015036,19647176015036,62193002601
2467,33670900000000_1522,0.27,0,98.18,0,1.82,39.35,1956,57969,48,25.12,241,57.33,31.72,53.88,22,0,1,0,,,6851413,Southern California Edison Company,-117.4732112,34.0038383,6851413,33670906059075,33670906059075,61926002312
2468,15635500000000_1551,0.27,1.59,45.19,0,53.22,38.73,1941,82885,72,5.26,14.5,57.27,27.08,42.1,39.4,0,1,0,,,6624205,Southern California Edison Company,-118.417862,35.7571244,6624205,15635456009641,15635456009641,61959002357
2469,19644900000000_1573,0.27,0,100,0,0,38.98,1957,118929,65,13.69,1894.5,54.86,34.92,44.93,25.55,0,1,0,,,1441510,Southern California Edison Company,-118.0203928,33.9291235,1441510,19644856013031,19644856013031,61185001316
2470,19648100000000_1591,0.27,0,94.83,0,5.17,39.64,2006,77625,68,21.75,42,48.94,34.92,62.96,34.55,0,1,0,,,2324512,Southern California Edison Company,-118.0938875,34.0225797,2324512,19648086085674,19648086085674,62547003800
2473,33671200000000_1660,0.27,0,73.65,0,26.35,40.41,1991,118704,49,34.8,13,52.94,31.72,31.86,19.3,0,1,0,,,416348,Southern California Edison Company,-117.1819055,33.8999192,416348,33671246109979,33671246109979,62580010277
2474,19644500000000_1706,0.27,0,100,0,0,38.45,1991,110192,75,25.93,53.5,47.51,34.92,63.18,26.95,0,1,0,,,6513447,Southern California Edison Company,-118.1250918,33.9099867,6513447,19644516012785,19644516012785,61146010237
2475,19753300000000_1835,0.27,0.08,95.81,0,4.11,35.34,1998,141250,3,52,161,12.44,34.92,56.04,6.1,0,1,0,,,8016130,Southern California Edison Company,-118.3838704,33.8891081,8016130,19753336115307,19753336115307,60002507535
2476,19643000000000_1904,0.27,0,100,0,0,37.09,2005,113571,90,64.13,241,28.05,34.92,45.43,9.3,0,1,0,,,9253613,Southern California Edison Company,-118.117457,33.861798,9253613,19643031935618,19643031935618,60444000402
2477,30666200000000_1925,0.27,0,94.99,0,5.01,39.27,1997,151250,10,32.01,645,31.89,22.48,56.26,6.45,0,1,0,,,2878573,Southern California Edison Company,-117.8161225,33.7832853,2878573,30666216058945,30666216058945,62865007195
2478,54722600000000_1968,0.27,0.1,96.05,0,3.86,39.7,1970,49911,71,11.63,241,42.16,28.45,53.69,26.75,0,1,0,,,6478525,Southern California Edison Company,-119.2554591,36.3252029,6478525,54722566054647,54722566054647,64116006799
2479,33670900000000_1975,0.27,0,98.64,0,1.36,38.07,1995,85568,48,22.14,241,51.79,31.72,52.21,20.65,0,1,0,,,2063238,Southern California Edison Company,-117.502545,33.9958814,2063238,33670906112858,33670906112858,61926004980
2480,33670900000000_1989,0.27,0,81.34,0,18.66,38.86,1966,88098,48,22.28,1894.5,57.33,31.72,52.7,27.05,0,1,0,,,1261794,Southern California Edison Company,-117.4321452,33.9996052,1261794,33670906061774,33670906061774,61926002314
2481,30666500000000_2072,0.27,0,100,0,0,38.92,2005,127750,40,5.23,32.5,42.32,22.48,34.09,16.1,0,1,0,,,6980923,Southern California Edison Company,-117.8582037,33.8850909,6980923,30666476030050,30666476030050,63066004766
2482,16638900000000_2130,0.27,0,100,0,0,36.02,2009,131563,89,14.9,653.5,15.91,22.48,62.54,30.8,0,1,0,,,652833,Southern California Edison Company,-117.8748687,33.657392,652833,16638910120154,16638910120154,60969012489
2483,54719000000000_2258,0.27,0,98.01,0,1.99,39.03,2003,45375,96,8.73,14.5,45.41,28.45,46.49,36.45,0,1,0,,,6748012,Southern California Edison Company,-119.2708473,35.8884269,6748012,54719020101303,54719020101303,61176011367
2484,56724500000000_2269,0.27,0,100,0,0,40.28,2013,63800,60,40.61,1894.5,41.52,26.69,39.8,30.2,0,1,0,,,6828453,Southern California Edison Company,-118.9169124,34.40072,6828453,56724540128611,56724540128611,61380014162
2485,33103300000000_2270,0.27,0,100,0,0,39.17,1998,57969,65,6.38,1894.5,57.33,31.72,53.88,31.9,0,1,0,,,6851415,Southern California Edison Company,-117.4743603,34.0040963,6851415,33103303330263,33103303330263,61926002312
2486,54720820000000_2308,0.27,0,100,0,0,38.09,1969,91736,0,9.69,13,49.02,27.08,31.43,25.65,0,1,0,,,7034515,Southern California Edison Company,-119.1065093,35.8007731,7034515,5.472082e+13,5.472082e+13,63243011376
2487,19646800000000_2356,0.27,0.29,83.19,0,16.52,39.78,1959,78036,14,16.66,241,19.77,34.92,44.99,19.65,0,1,0,,,8797456,Southern California Edison Company,-118.7068366,34.1393891,8797456,19646831932433,19646831932433,62100013380
2488,19647700000000_2453,0.27,0,100,0,0,38.14,1998,86686,39,30.63,145,65.97,34.92,64.01,6.7,0,1,0,,,2324289,Southern California Edison Company,-118.2041486,33.9163752,2324289,19647746115547,19647746115547,62316007527
2489,36679000000000_2466,0.27,0,100,0,0,37.42,2003,94875,0,8.99,42.5,61.55,34.44,40.1,22.3,0,1,0,,,6418120,Southern California Edison Company,-117.666826,34.1110236,6418120,36679006037279,36679006037279,9094
2490,19647700000000_2473,0.27,0,95.52,0,4.48,37.97,1959,118125,39,14.48,13,41.88,34.92,44.38,3.5,0,1,0,,,6476520,Southern California Edison Company,-117.9802253,33.9204698,6476520,19647666020218,19647666020218,62301003512
2491,19650000000000_2475,0.27,0,70.6,0,29.4,41.8,1995,76894,22,19.13,13,24.51,34.92,25.82,7.65,0,1,0,,,6479532,Southern California Edison Company,-118.5030237,34.4529843,6479532,19649986108310,19649986108310,63597009638
2493,56726000000000_2523,0.27,0,100,0,0,40.05,1991,67768,60,10.92,1523.5,38.86,26.69,42.69,20.6,0,1,0,,,7026384,Southern California Edison Company,-118.7380893,34.2688752,7026384,56726035635933,56726035635933,63684013446
2494,33670800000000_2561,0.27,0,96.8,0,3.2,40.78,2004,67721,92,1.41,13,69.41,31.72,22.39,24.5,0,1,0,,,9341404,Southern California Edison Company,-116.9355214,33.7374138,9341404,33670820107631,33670820107631,61692011022
2495,54721600000000_2563,0.27,0,100,0,0,39.47,2002,102375,95,14.99,241,43.64,28.45,54.75,22.5,0,1,0,,,9351300,Southern California Edison Company,-119.0627661,36.1487732,9351300,54721576120646,54721576120646,63813010702
2496,36678800000000_2601,0.27,0,94.97,0,5.03,39.38,2015,38958,88,9.21,13,75.01,34.44,39.02,31.5,0,1,0,,,216481,Southern California Edison Company,-117.3045793,34.1688129,216481,36678766037055,36678766037055,63417005374
2497,19648700000000_2652,0.27,0,100,0,0,37.33,1943,118750,6,6.78,241,123.15,34.92,59.58,16.95,0,1,0,,,6651275,Southern California Edison Company,-118.1476971,33.8573874,6651275,19648730136705,19648730136705,62985014236
2498,30666200000000_2659,0.27,0,99.76,0,0.24,39.64,1999,93839,10,30.47,1894.5,37.78,22.48,52.63,28.85,0,1,0,,,5928544,Southern California Edison Company,-117.8445822,33.8308298,5928544,30666216029870,30666216029870,62865008245
2500,36678800000000_2724,0.27,0,94.44,0,5.56,40.84,1994,70398,88,35.97,1523.5,123.59,34.44,48.58,39.9,0,1,0,,,8115990,Southern California Edison Company,-117.2634849,34.1291375,8115990,36678763634680,36678763634680,63417010049
2502,33672100000000_2755,0.27,0,56.38,0,43.62,38.79,1995,131845,91,70.41,464,44.23,31.72,29.88,23.5,0,1,0,,,5651684,Southern California Edison Company,-117.1911567,33.6648378,5651684,33672073330727,33672073330727,63021004992
2503,36678400000000_2913,0.27,0,97.15,0,2.85,38.16,2013,48101,67,2,241,41.05,34.44,56,9.6,0,1,0,,,10492806,Southern California Edison Company,-117.2005086,34.0544877,10492806,36678430127837,36678430127837,63207013458
2504,56724600000000_2935,0.27,0,100,0,0,34.33,2009,65566,88,17.57,241,50.86,26.69,55.04,20.25,0,1,0,,,5937883,Southern California Edison Company,-119.1914486,34.1538854,5937883,56724626055107,56724626055107,61785002197
2506,36678800000000_2969,0.27,0,81.51,0,18.49,39.02,1930,39102,88,13.79,13,125.36,34.44,51.85,34.7,0,1,0,,,7323286,Southern California Edison Company,-117.330751,34.1255534,7323286,36678766037105,36678766037105,63417005382
2507,56725600000000_2971,0.27,0,100,0,0,34.3,2007,94171,58,15.07,38.5,45.35,26.69,51.9,21.95,0,1,0,,,10024427,Southern California Edison Company,-119.1690003,34.242322,10024427,56725610113977,56725610113977,63276011957
2509,19644400000000_3053,0.27,0,100,0,0,37.95,1974,96591,70,12.5,13,54.71,34.92,48.07,15,0,1,0,,,1493142,Southern California Edison Company,-117.9275089,34.0749019,1493142,19644366012587,19644366012587,61005001103
2510,19757100000000_3089,0.27,0,98.73,0,1.27,38.71,1992,91406,59,51.32,83,28.17,34.92,52.16,16.35,0,1,0,,,5875540,Southern California Edison Company,-118.1100733,34.0928389,5875540,19757131937697,19757131937697,60015310931
2514,19645200000000_3258,0.27,3.1,55.1,0.65,41.16,38.72,1992,88875,84,53.85,241,65.92,34.92,72.17,14.1,0,1,0,,,1553726,Southern California Edison Company,-118.0448639,34.036628,1553726,19645191995661,19645191995661,61212000439
2516,19645300000000_3268,0.27,0,98.89,0,1.11,39.84,2006,14673,76,19.88,1523.5,59.16,34.92,51.2,26.8,0,1,0,,,1434038,Southern California Edison Company,-118.0798444,33.9957103,1434038,19645276013403,19645276013403,61218001385
2518,54722500000000_3483,0.27,0,100,0,0,38.9,1934,35208,90,47.25,14.5,71.67,28.45,48.63,8.5,0,1,0,,,4509848,Southern California Edison Company,-119.3392277,36.2085605,4509848,54722495435409,54722495435409,63993006619
2520,30666500000000_3563,0.27,0,100,0,0,38.82,2010,84063,40,38.34,241,36.61,22.48,46.56,11.25,0,1,0,,,1749282,Southern California Edison Company,-117.8671316,33.8780435,1749282,30666473038023,30666473038023,63066004773
2522,36677400000000_3632,0.27,0,100,0,0,40.16,2018,89167,49,17.5,241,77.93,34.44,48.03,19.95,0,1,0,,,9687210,Southern California Edison Company,-117.3678906,34.1222219,9687210,36677360136937,36677360136937,61686014217
2523,33751800000000_3752,0.27,0,85.6,0,14.4,39.91,1992,61726,64,31.5,13,45.49,31.72,27.15,23.8,0,1,0,,,4552321,Southern California Edison Company,-117.267979,33.6079696,4552321,33751766032064,33751766032064,60002709492
2524,33751800000000_3774,0.27,0,82.58,0,17.42,40.05,1998,133750,64,29.57,1523.5,40.96,31.72,27.37,31.55,0,1,0,,,8023957,Southern California Edison Company,-117.3012731,33.6161884,8023957,33751766115174,33751766115174,60002707605
2525,19644500000000_3785,0.27,0,100,0,0,39.42,1969,82568,75,22.07,241,48.68,34.92,51.02,30.55,0,1,0,,,7015316,Southern California Edison Company,-118.1484742,33.9438798,7015316,19644516012900,19644516012900,61146001280
2526,19643800000000_3786,0.27,0,99.34,0,0.66,38.14,2000,95556,65,13.57,241,35.9,34.92,51.21,16.8,0,1,0,,,10025958,Southern California Edison Company,-117.8405299,34.1130258,10025958,19643786012140,19643786012140,60819000807
2527,33670800000000_3812,0.27,0,81.96,0,18.04,40.14,1960,76791,92,16.7,464,48.53,31.72,34.21,28.75,0,1,0,,,6951600,Southern California Edison Company,-117.0864414,33.7030231,6951600,33670826032155,33670826032155,61692002159
2528,30666500000000_3853,0.27,0,95.15,0,4.85,37.7,2009,156321,40,27.98,125.5,23.63,22.48,32.6,7.95,0,1,0,,,568943,Southern California Edison Company,-117.7880477,33.8979684,568943,30666470119404,30666470119404,63066012429
2530,19648400000000_106,0.28,0,100,0,0,38.96,1956,111964,81,10.43,13,37.42,34.92,42.86,5.75,0,1,0,,,6813158,Southern California Edison Company,-118.0181345,33.9055482,6813158,19648406020846,19648406020846,62769004170
2533,30664500000000_115,0.28,0,98.73,0,1.27,39.15,1955,111563,30,15.58,1894.5,27.73,22.48,61.86,13.1,0,1,0,,,2377147,Southern California Edison Company,-117.9047382,33.9117636,2377147,30664496027445,30664496027445,60588000526
2535,19753300000000_152,0.28,0,100,0,0,33.76,1955,250000,3,17.63,1894.5,12.41,34.92,41.84,6,0,1,0,,,9236862,Southern California Edison Company,-118.3883315,33.8793913,9236862,19753336020325,19753336020325,60002503570
2536,36678800000000_211,0.28,0,97.37,0,2.63,38.82,1887,41827,88,15.53,1523.5,123.59,34.44,43.5,23.6,0,1,0,,,436098,Southern California Edison Company,-117.2442757,34.149003,436098,36678766036784,36678766036784,63417005348
2537,56726000000000_225,0.28,0,100,0,0,39.98,1965,110547,60,20.04,32.5,43.24,26.69,34.03,27.2,0,1,0,,,6866969,Southern California Edison Company,-118.7532335,34.2693293,6866969,56726036055651,56726036055651,63684006250
2538,33669900000000_279,0.28,0,56.78,0,43.22,38.28,1942,91078,89,12.65,464,60.02,31.72,25.17,23.9,0,1,0,,,9690996,Southern California Edison Company,-116.986254,33.9608351,9690996,33669930102749,33669930102749,60429011012
2539,30736500000000_291,0.28,0,99.75,0,0.25,38.05,1988,103750,19,16.79,241,15.58,22.48,40.65,8.75,0,1,0,,,6969078,Southern California Edison Company,-117.7746156,33.7116898,6969078,30736506102719,30736506102719,68450009211
2540,56726500000000_293,0.28,0,100,0,0,35.61,1961,91250,60,52.79,205,40.5,26.69,33.21,18.45,0,1,0,,,9294271,Southern California Edison Company,-119.2159263,34.2756498,9294271,56726525630793,56726525630793,64098006748
2542,36676500000000_402,0.28,0,99.84,0,0.16,38.67,1939,41815,78,37.13,241,42.99,34.44,50.39,11.95,0,1,0,,,6300757,Southern California Edison Company,-117.5902109,34.1058236,6300757,36676456035489,36676456035489,60795000761
2543,30666500000000_455,0.28,0,97.84,0,2.16,38.83,1963,124583,40,14.13,13,35.43,22.48,33.55,13.7,0,1,0,,,7053980,Southern California Edison Company,-117.8517937,33.8916423,7053980,30666476030001,30666476030001,63066004775
2545,30666500000000_495,0.28,3.15,94.16,0.22,2.47,38.03,1968,112413,40,13.94,241,35.92,22.48,47.17,6.55,0,1,0,,,6995820,Southern California Edison Company,-117.8645219,33.9007446,6995820,30666476030019,30666476030019,63066004772
2546,33752400000000_534,0.28,0,60.73,0,39.27,39.71,2004,66503,80,15.57,205,57.66,31.72,44.34,32.7,0,1,0,,,9639736,Southern California Edison Company,-117.2886909,33.8303571,9639736,33752420106096,33752420106096,69113511045
2547,33670800000000_576,0.28,4.16,7.21,0,88.63,42.72,1897,58657,92,13.52,464,30.92,31.72,28.67,21.55,0,1,0,,,6950983,Southern California Edison Company,-116.9100265,33.4808731,6950983,33670826032080,33670826032080,61692002150
2548,19643000000000_582,0.28,0,100,0,0,37.45,1987,115735,90,10.63,13,98.79,34.92,38.11,26.95,0,1,0,,,6687180,Southern California Edison Company,-118.1328406,33.8671237,6687180,19643036011654,19643036011654,60444009115
2550,54722300000000_607,0.28,0,100,0,0,39.05,1957,82042,50,12.72,1523.5,71.67,28.45,43.93,24.45,0,1,0,,,2578502,Southern California Edison Company,-119.3213613,36.1953316,2578502,54722316105381,54722316105381,63987008999
2551,19644400000000_609,0.28,0,99.92,0,0.08,38.49,1997,88482,70,12.25,1894.5,43.24,34.92,44.67,22.8,0,1,0,,,595179,Southern California Edison Company,-117.8949115,34.0963746,595179,19644366012470,19644366012470,61005001094
2552,56726500000000_621,0.28,0,87.55,0.87,11.58,33.91,2011,65673,60,22.02,241,53.83,26.69,44.95,20.3,0,1,0,,,9275139,Southern California Edison Company,-119.2918763,34.3005779,9275139,56726526062152,56726526062152,64098006750
2554,19643290000000_800,0.28,0,98.15,0,1.85,36.46,1962,117865,36,3.59,929,40.67,34.92,62.08,14.8,0,1,0,,,10249678,Southern California Edison Company,-117.8086119,34.1179207,10249678,1.964329e+13,1.964329e+13,60561013352
2555,36679600000000_834,0.28,0,70.21,0,29.79,41.39,1969,67284,77,13.47,241,38.8,34.44,51.97,30.2,0,1,0,,,1090107,Southern California Edison Company,-117.0871079,34.0274798,1090107,36679596037410,36679596037410,64356007043
2556,19645300000000_836,0.28,0,98.65,0,1.35,39.08,1965,44654,76,8.88,241,60.9,34.92,57.85,23.7,0,1,0,,,4584457,Southern California Edison Company,-118.0740419,34.0118587,4584457,19645276013312,19645276013312,61218001371
2557,30666500000000_888,0.28,0,100,0,0,38.97,1966,127241,40,43.74,241,40.08,22.48,36.51,11.35,0,1,0,,,2734314,Southern California Edison Company,-117.855594,33.8927624,2734314,30666473031929,30666473031929,63066004757
2558,19645300000000_902,0.28,0,98.4,0,1.6,39.39,1952,64628,76,66.88,241,57.45,34.92,49.86,16.4,0,1,0,,,4474032,Southern California Edison Company,-118.0889035,33.9848111,4474032,19645271932706,19645271932706,61218001372
2559,19644400000000_903,0.28,0,99.44,0.16,0.4,34.78,1922,84297,70,24.24,278.5,48.78,34.92,58.57,15.35,0,1,0,,,2300683,Southern California Edison Company,-118.3905682,34.0022633,2300683,19644446012686,19644446012686,61026001118
2560,36677000000000_966,0.28,0,93.1,0,6.9,37.98,2013,171563,38,23.25,241,22.7,34.44,52.18,11.6,0,1,0,,,6775330,Southern California Edison Company,-117.5230753,34.1279546,6775330,36677026035778,36677026035778,61296001471
2561,19644900000000_974,0.28,0,100,0,0,38.4,1936,57287,65,11.23,267,65.83,34.92,55.4,22.8,0,1,0,,,6807152,Southern California Edison Company,-118.0413879,33.9633863,6807152,19644856013007,19644856013007,61185001313
2564,36678800000000_988,0.28,0,97.58,0,2.42,41.17,1997,51094,88,9.96,464,99.43,34.44,44.64,38.95,0,1,0,,,7602007,Southern California Edison Company,-117.2577371,34.1289727,7602007,36678766036883,36678766036883,63417007277
2565,56724500000000_1008,0.28,0,98.94,0,1.06,39.91,2015,63800,60,34.61,42,45.1,26.69,46.41,14.1,0,1,0,,,681274,Southern California Edison Company,-118.9160161,34.4031731,681274,56724545632021,56724545632021,61380001555
2566,19642600000000_1009,0.28,0,100,0,0,38.59,1996,72955,27,13.63,336,21.41,34.92,42.54,4.25,0,1,0,,,577272,Southern California Edison Company,-118.0265223,34.1306245,577272,19642616057467,19642616057467,60297000228
2571,36750700000000_1029,0.28,0,98.81,0,1.19,38.22,1928,84671,86,15.43,220,68.71,34.44,52.08,30.15,0,1,0,,,7022320,Southern California Edison Company,-117.6359553,34.1094203,7022320,36750696037238,36750696037238,60001609090
2572,36678400000000_1049,0.28,0,98.23,0,1.77,39.98,2005,72778,67,12.05,38.5,56.11,34.44,60.75,29.45,0,1,0,,,432711,Southern California Edison Company,-117.1742483,34.0682414,432711,36678436036503,36678436036503,63207004936
2575,30666500000000_1107,0.28,0,99.18,0,0.82,38.95,1996,143021,40,35.68,112.5,27.46,22.48,50.24,55.6,0,1,0,,,2526233,Southern California Edison Company,-117.8526799,33.903294,2526233,30666476089478,30666476089478,63066004760
2576,30665200000000_1119,0.28,0,100,0,0,37.24,1980,26219,66,13.5,1523.5,27.14,22.48,39.31,20.75,0,1,0,,,1721378,Southern California Edison Company,-117.9667731,33.7961044,1721378,30665226028435,30665226028435,61488001846
2577,30666500000000_1138,0.28,0,100,0,0,38.95,2011,143021,40,11.56,183,27.46,22.48,50.24,4.15,0,1,0,,,6979876,Southern California Edison Company,-117.8517021,33.902917,6979876,30666476030035,30666476030035,63066004763
2578,33672000000000_1155,0.28,0,38.51,0,61.49,41.48,2015,89538,69,18.39,336,56.63,31.72,49.95,31.65,0,1,0,,,7036988,Southern California Edison Company,-117.2745924,33.7712762,7036988,33671996032502,33671996032502,63018004710
2581,36679600000000_1197,0.28,0,65.37,0,34.63,38.05,2003,91042,77,1.54,1523.5,38.8,34.44,27.61,41.05,0,1,0,,,6819305,Southern California Edison Company,-117.0212913,34.0106581,6819305,36679590101816,36679590101816,64356011215
2584,30736500000000_1203,0.28,0,100,0,0,39.51,1976,174353,19,10.71,241,25.49,22.48,36.16,16.75,0,1,0,,,6525750,Southern California Edison Company,-117.7890095,33.6984104,6525750,30736506089445,30736506089445,68450007058
2585,36678800000000_1285,0.28,0,99.41,0,0.59,39.58,1997,52857,88,11.39,14.5,54.02,34.44,38.85,40.35,0,1,0,,,7602005,Southern California Edison Company,-117.2151104,34.1292649,7602005,36678766037063,36678766037063,63417008959
2586,56726000000000_1298,0.28,0,91.98,0,8.02,40.39,2016,93571,60,8.26,14.5,43.24,26.69,27.64,9.7,0,1,0,,,7018112,Southern California Edison Company,-118.7638905,34.2556997,7018112,56726036055701,56726036055701,63684006256
2587,19644500000000_1355,0.28,0,100,0,0,38.76,1995,60069,75,23.78,13,42.47,34.92,41.13,35.1,0,1,0,,,7015387,Southern California Edison Company,-118.1473543,33.9234057,7015387,19644516012819,19644516012819,61146001269
2588,36679600000000_1370,0.28,0,96.57,0,3.43,39.93,2007,65571,77,37.35,1523.5,38.8,34.44,33.13,19.95,0,1,0,,,6797931,Southern California Edison Company,-117.0385147,34.0293978,6797931,36679590114256,36679590114256,64356011884
2589,19643000000000_1372,0.28,0,99.6,0,0.4,37.67,1998,125026,90,10.58,13,115.64,34.92,45.16,15,0,1,0,,,7014644,Southern California Edison Company,-118.1375262,33.8569948,7014644,19643036011613,19643036011613,60444007513
2591,19648400000000_1486,0.28,0,99.6,0,0.4,37.08,2000,93571,81,7.17,1523.5,27.88,34.92,43,15.4,0,1,0,,,7032074,Southern California Edison Company,-117.9889641,33.9152284,7032074,19648406021000,19648406021000,62769004159
2593,56726000000000_1525,0.28,0,85.43,0,14.57,40.45,1966,115917,60,7.56,14.5,48.64,26.69,30.2,18.65,0,1,0,,,562985,Southern California Edison Company,-118.6844695,34.2670912,562985,56726036055719,56726036055719,63684006258
2594,36678800000000_1537,0.28,0,98.31,0,1.69,38.6,1958,69063,88,12.38,14.5,64.29,34.44,38.87,33.65,0,1,0,,,9634108,Southern California Edison Company,-117.3234279,34.176784,9634108,36678766036933,36678766036933,63417005363
2607,30666200000000_1617,0.28,0,100,0,0,38.43,1954,141985,10,24.7,645,20.65,22.48,51.21,19,0,1,0,,,7022198,Southern California Edison Company,-117.8236786,33.7793903,7022198,30666216029862,30666216029862,62865004436
2608,19647200000000_1651,0.28,0,100,0,0,38.14,1976,67305,71,9.47,221,53.28,34.92,60.86,23.25,0,1,0,,,2672365,Southern California Edison Company,-118.0884811,33.9440688,2672365,19647176015077,19647176015077,62193002605
2611,19651100000000_1784,0.28,0,100,0,0,36.36,1980,31250,77,17.75,1523.5,56.37,34.92,46.78,33.7,0,1,0,,,1730284,Southern California Edison Company,-118.032057,33.9794871,1730284,19651106023675,19651106023675,64245006939
2612,33751800000000_1797,0.28,0,89.52,0,10.48,37.1,1991,120174,64,32.34,13,24.84,31.72,28.18,11.5,0,1,0,,,309112,Southern California Edison Company,-117.4255451,33.7248026,309112,33751766109938,33751766109938,60002710281
2613,19647700000000_1802,0.28,0,100,0,0,38.7,1996,79155,39,62.75,53.5,62.82,34.92,59.47,26.9,0,1,0,,,7382279,Southern California Edison Company,-118.1913828,33.9308281,7382279,19647741935436,19647741935436,62316003536
2614,36678800000000_1837,0.28,0,99.2,0,0.8,38.99,2002,45401,88,12.23,13,73.91,34.44,52.45,25.8,0,1,0,,,6795321,Southern California Edison Company,-117.3299127,34.1405366,6795321,36678766036826,36678766036826,63417005352
2615,19734600000000_1845,0.28,0.16,82.38,0.63,16.83,37.1,1998,120486,21,8.88,241,25.96,34.92,44.99,2.25,0,1,0,,,1108695,Southern California Edison Company,-117.8384007,33.999618,1108695,19734606100309,19734606100309,64128006839
2616,36679600000000_1956,0.28,0,39.29,0,60.71,39.59,2009,39620,77,27.19,14.5,38.7,34.44,44.88,20.4,0,1,0,,,9832810,Southern California Edison Company,-117.0704611,34.0000721,9832810,36679590119164,36679590119164,64356012413
2617,19647900000000_2017,0.28,0,99.51,0,0.49,39.36,1936,77625,61,47.75,220,48.78,34.92,61.18,19.85,0,1,0,,,10199696,Southern California Edison Company,-118.0178713,34.1464088,10199696,19647901935923,19647901935923,62532003780
2618,33669900000000_2081,0.28,0,62.31,0,37.69,38.35,2015,91905,89,14.12,205,60.02,31.72,35.62,19.75,0,1,0,,,9424746,Southern California Edison Company,-116.9772678,33.9471739,9424746,33669936031652,33669936031652,60429000387
2619,36678800000000_2085,0.28,0,98.94,0,1.06,39.7,1992,38889,88,11.29,13,141.19,34.44,53.91,40.6,0,1,0,,,6795345,Southern California Edison Company,-117.3132577,34.117403,6795345,36678766037022,36678766037022,63417005371
2621,19644900000000_2089,0.28,0,100,0,0,38.51,1953,141202,65,12.41,13,49.72,34.92,46.3,16.4,0,1,0,,,1358361,Southern California Edison Company,-118.0303875,33.9455797,1358361,19644856013072,19644856013072,61185001318
2624,19112000000000_2320,0.28,0,96.5,0,3.5,36.84,1959,92434,0,8.79,161,25.99,34.92,67.43,3.9,0,1,0,,,7051537,Southern California Edison Company,-118.141337,33.800375,7051537,19111976093769,19111976093769,7747
2626,15751700000000_2323,0.28,0,17.1,0,82.9,34.97,2007,35407,73,13.8,14.5,29.01,27.08,16.88,28.45,0,1,0,,,7056385,Southern California Edison Company,-118.8914457,34.7996273,7056385,15751680113910,15751680113910,60002611986
2627,19644400000000_2348,0.28,0,100,0,0,35.28,2013,121875,70,11.23,38.5,43.84,34.92,54.45,23.85,0,1,0,,,8324611,Southern California Edison Company,-118.4001078,34.0063974,8324611,19644441932656,19644441932656,61026007691
2628,19651100000000_2423,0.28,0,100,0,0,39.45,1992,66591,77,5.94,27.5,60.7,34.92,63.75,46.85,0,1,0,,,178329,Southern California Edison Company,-118.0664964,33.9734296,178329,19651106023642,19651106023642,64245006948
2629,19648400000000_2443,0.28,0,90.54,0,9.46,37.72,1999,83636,81,5.36,1894.5,33.05,34.92,51.44,2.9,0,1,0,,,1641377,Southern California Edison Company,-117.9892843,33.8989694,1641377,19648406116347,19648406116347,62769008032
2633,36750700000000_2518,0.28,0,100,0,0,37.96,2005,128083,86,23.79,13,70.09,34.44,45.74,21.5,0,1,0,,,7017954,Southern California Edison Company,-117.657304,34.1037164,7017954,36750690110676,36750690110676,60001613489
2634,19651100000000_2535,0.28,0,99.9,0,0.1,37.46,1995,64485,77,14.68,13,56.32,34.92,39.66,42.6,0,1,0,,,7053420,Southern California Edison Company,-118.0413421,33.9860588,7053420,19651106023600,19651106023600,64245006941
2635,36678800000000_2619,0.28,0,29.88,0,70.12,38.47,1992,87894,88,13.9,1523.5,75.31,34.44,45.1,21.2,0,1,0,,,1350374,Southern California Edison Company,-117.3680053,34.2067337,1350374,36678766110480,36678766110480,63417001131
2636,30736500000000_2622,0.28,0,97.82,0,2.18,38.67,2015,164922,19,10.9,16,20.21,22.48,29.36,13.1,0,1,0,,,6975320,Southern California Edison Company,-117.7698174,33.7048902,6975320,30736506100861,30736506100861,68450007374
2637,36679600000000_2642,0.28,0,90.92,0,9.08,39.16,2003,34474,77,12.17,241,38.8,34.44,34.54,89.5,0,1,0,,,7064466,Southern California Edison Company,-117.06233,34.0296851,7064466,36679590101410,36679590101410,64356011216
2639,30666200000000_2701,0.28,0,99.18,0,0.82,38.66,1931,79412,10,82.51,42,25.83,22.48,51.69,22.05,0,1,0,,,183959,Southern California Edison Company,-117.8507388,33.7970389,183959,30666213035409,30666213035409,62865004441
2644,30103100000000_2718,0.28,0,100,0,0,37.66,2016,81071,83,15,504.5,25.69,22.48,54.47,17.2,0,1,0,,,6969984,Southern California Edison Company,-117.7005441,33.6287406,6969984,30103060133785,30103060133785,69102414001
