Order,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type,char_prem_id,Utility,LONGITUDE,LATITUDE,char_prem_id,CDSCode,CDSCode_2,NCES
1310,19644400000000_1842,0.22,0,99.41,0,0.59,38.73,1997,59476,70,14.06,1894.5,37.91,34.92,54.57,13.2,0,0,0,,,7019981,Southern California Edison Company,-117.9399115,34.0890482,7019981,19644366012546,19644366012546,61005001099
1311,30666000000000_1896,0.22,0,100,0,0,36.39,1997,94143,23,19.05,645,26.28,22.48,41.18,10.7,0,0,0,,,1151471,Southern California Edison Company,-117.900091,33.662064,1151471,30665976029409,30665976029409,62724007194
1316,19734400000000_1907,0.22,0,100,0,0,40.23,1852,33403,89,17.01,85.5,81.13,34.92,62.54,28.75,0,0,0,,,10023529,Southern California Edison Company,-118.2096695,33.9039585,10023529,19734376012355,19734376012355,60962000990
1318,19642100000000_1936,0.22,0,100,0,0,38.66,1995,114500,71,13.18,85.5,28.81,34.92,44.28,27.05,0,0,0,,,1917658,Southern California Edison Company,-118.0663134,33.8361448,1917658,19642126010912,19642126010912,60162000022
1321,36678400000000_1941,0.22,0,94.73,0,5.27,38.78,2005,70563,67,11.41,98.5,50.62,34.44,41.84,17.3,0,0,0,,,512944,Southern California Edison Company,-117.1208912,34.0710841,512944,36678436036560,36678436036560,63207004942
1324,19648100000000_2034,0.22,0,100,0,0,40.08,2001,71750,68,46.37,241,57.34,34.92,47.02,11.65,0,0,0,,,6919290,Southern California Edison Company,-118.124896,34.0142283,6919290,19648081935998,19648081935998,62547003803
1332,33671200000000_2067,0.22,0,100,0,0,40.47,2013,57314,49,2.25,361.5,73.18,31.72,34.25,53.9,0,0,0,,,10463231,Southern California Edison Company,-117.2340593,33.9096814,10463231,33671240128868,33671240128868,62580013683
1333,19645200000000_2079,0.22,2.89,85.42,0,11.68,38.42,1959,63750,84,53.65,645,73.28,34.92,64.33,18.75,0,0,0,,,2186944,Southern California Edison Company,-118.011564,34.05399,2186944,19645191932680,19645191932680,61212001365
1334,33671200000000_2080,0.22,0,75.36,0,24.64,39.65,1884,127596,49,51.96,1894.5,57.15,31.72,40.42,23.6,0,0,0,,,1205834,Southern California Edison Company,-117.1995096,33.9302759,1205834,33671246107643,33671246107643,62580009405
1335,19648100000000_2110,0.22,0,100,0,0,40.2,1990,71750,68,7.44,241,57.34,34.92,47.02,25.4,0,0,0,,,24556,Southern California Edison Company,-118.1239733,34.0172515,24556,19648081935972,19648081935972,62547013552
1339,10623300000000_2212,0.22,1.04,80.67,0,18.29,40.67,2012,75645,74,12.85,15,43.24,26.69,55.34,16.35,0,0,0,,,6132285,Southern California Edison Company,-118.799946,34.28418,6132285,10623310127175,10623310127175,62853013125
1341,33769400000000_2285,0.22,0,96.93,0,3.07,42.05,2015,33925,0,11.86,36,57.03,31.72,39.63,42.6,0,0,0,,,6953065,Southern California Edison Company,-116.9546568,33.7488649,6953065,33769430132522,33769430132522,13941
1344,19102000000000_2362,0.22,0,100,0,0,38.55,1960,143125,100,15.75,112.5,47.51,34.92,63.18,80.55,0,0,0,,,9248925,Southern California Edison Company,-118.1325341,33.9147514,9248925,19101991995257,19101991995257,69107810231
1345,19642800000000_2376,0.22,1.09,98.91,0,0,39.14,1980,42146,75,12.11,578.5,52.24,34.92,42.54,30.5,0,0,0,,,9561740,Southern California Edison Company,-117.886222,34.1051784,9561740,19642791930502,19642791930502,60360013624
1346,19734600000000_2448,0.22,0,99.28,0,0.72,39.22,1982,94704,21,11.52,112.5,26.46,34.92,53.8,9.85,0,0,0,,,1790785,Southern California Edison Company,-117.8537854,34.0001458,1790785,19734601995729,19734601995729,64128013267
1347,19644400000000_2454,0.22,0,100,0,0,39.23,1961,62826,70,12.11,199,53.81,34.92,52.41,30.2,0,0,0,,,2462507,Southern California Edison Company,-117.8813258,34.0873574,2462507,19644361938794,19644361938794,61005013388
1348,56725400000000_2499,0.22,0,100,0,0,35.95,2007,57891,95,19.3,241,47.15,26.69,36.28,34.7,0,0,0,,,6835117,Southern California Edison Company,-119.1842922,34.1785824,6835117,56725386095905,56725386095905,62922007809
1349,19648400000000_2553,0.22,0,98.23,0,0.8,39.23,1997,65441,81,25.5,1894.5,57.55,34.92,48.68,69.1,0,0,0,,,7597066,Southern California Edison Company,-118.0832562,33.8908384,7597066,19648406114474,19648406114474,62769007128
1351,30666000000000_2602,0.22,0,100,0,0,32.78,1978,166392,23,56.41,20747,21.76,22.48,56.88,14.55,0,0,0,,,9738363,Southern California Edison Company,-117.9272132,33.6258697,9738363,30665973035045,30665973035045,62724004124
1352,19645300000000_2616,0.22,0,100,0,0,39.62,1996,76367,76,12.5,161,59.35,34.92,61.9,34.45,0,0,0,,,4468987,Southern California Edison Company,-118.0835077,34.0064309,4468987,19645276013353,19645276013353,61218001377
1353,19642900000000_2661,0.22,0.08,97.93,0,1.99,39.33,1959,93704,89,19.64,85.5,66.86,34.92,60.01,16.75,0,0,0,,,1408832,Southern California Edison Company,-117.9761074,34.0998085,1408832,19642876011472,19642876011472,60369000336
1354,54755200000000_2662,0.22,0,100,0,0,39.86,1990,29299,95,14.07,1894.5,61.64,28.45,44.85,28.85,0,0,0,,,6742792,Southern California Edison Company,-119.02378,36.0657,6742792,54755236054258,54755236054258,60006404872
1355,36678800000000_2720,0.22,0,79.17,0,20.83,38.36,2015,83056,88,15.11,199,49.96,34.44,58.8,17,0,0,0,,,10408168,Southern California Edison Company,-117.417185,34.1882387,10408168,36678760128918,36678760128918,63417013674
1356,19648700000000_2766,0.22,0,99,0,1,37.98,1953,62335,6,109.5,20747,56.27,34.92,58.7,24.05,0,0,0,,,2886034,Southern California Edison Company,-118.1525435,33.901977,2886034,19648731936749,19648731936749,62985004653
1358,30665200000000_2847,0.22,0,100,0,0,37.58,1974,70625,66,10.55,1894.5,41.25,22.48,47.91,9.2,0,0,0,,,6602767,Southern California Edison Company,-117.9473873,33.7496773,6602767,30665226028708,30665226028708,61488001873
1359,30665200000000_2865,0.22,0,98.41,0,1.59,37.58,1923,68294,66,12.23,85.5,61.09,22.48,52.57,15.3,0,0,0,,,4597071,Southern California Edison Company,-117.9255995,33.751522,4597071,30665226028716,30665226028716,61488001848
1360,33751800000000_2871,0.22,0,84.94,0,15.06,43.97,2002,41667,64,25.93,98.5,56.08,31.72,44.46,28,0,0,0,,,6934689,Southern California Edison Company,-117.3094551,33.6648526,6934689,33751766107189,33751766107189,60002709497
1361,19734400000000_2872,0.22,0,100,0,0,40.78,1993,43000,89,10.63,53.5,118.7,34.92,66.59,14.45,0,0,0,,,6707007,Southern California Edison Company,-118.2616616,33.8846195,6707007,19734376013494,19734376013494,60962000970
1362,36678800000000_2942,0.22,0,100,0,0,40.41,1974,31607,88,12.67,241,97.86,34.44,57.58,9.4,0,0,0,,,7043409,Southern California Edison Company,-117.3066456,34.0925979,7043409,36678766059513,36678766059513,63417005380
1364,30666200000000_2944,0.22,0,100,0,0,39.61,1987,73750,10,18.74,20747,25.83,22.48,51.69,80.1,0,0,0,,,6240371,Southern California Edison Company,-117.8591987,33.792335,6240371,30666213035748,30666213035748,62865004448
1366,36678800000000_2954,0.22,0,98.44,0,1.56,39.39,1980,63333,88,9.71,241,145.12,34.44,54.86,31.4,0,0,0,,,5718068,Southern California Edison Company,-117.2995741,34.1225338,5718068,36678766037097,36678766037097,63417005381
1368,19734400000000_3015,0.22,0,100,0,0,40.17,1957,44413,89,14.36,929,95.67,34.92,60.25,29.1,0,0,0,,,851007,Southern California Edison Company,-118.2076589,33.8977213,851007,19734376012389,19734376012389,60962000993
1370,19642100000000_3046,0.22,0,100,0,0,38.14,2003,99234,71,9.39,15,30.97,34.92,48.25,14.55,0,0,0,,,9261220,Southern California Edison Company,-118.0773802,33.8697918,9261220,19642126057442,19642126057442,60162000012
1371,33669900000000_3096,0.22,0,84.05,0,15.95,38.15,2004,76000,89,23.73,55,60.02,31.72,40.36,16.75,0,0,0,,,7043659,Southern California Edison Company,-116.9642579,33.9542732,7043659,33669930106062,33669930106062,60429011013
1372,30665200000000_3129,0.22,0,100,0,0,37.2,1999,80571,66,38.2,20747,33.32,22.48,51.33,13.3,0,0,0,,,7022298,Southern California Edison Company,-117.9150619,33.7648677,7022298,30665223036555,30665223036555,61488001878
1374,33672100000000_3139,0.22,0,79.04,0,20.96,42.68,2017,58750,91,1,112.5,54.1,31.72,59.35,97.5,0,0,0,,,6488124,Southern California Edison Company,-117.232669,33.772349,6488124,33672070134981,33672070134981,63021014047
1375,33671200000000_3167,0.22,0,87.02,0,12.98,40.6,1996,65601,49,18.18,164,68.4,31.72,39.02,34.9,0,0,0,,,4773605,Southern California Edison Company,-117.241769,33.9068193,4773605,33671246106041,33671246106041,62580008909
1376,36677100000000_3173,0.22,0,91.59,0,8.41,39.6,1996,81719,82,13.06,85.5,48.82,34.44,47.97,22.75,0,0,0,,,6784649,Southern California Edison Company,-117.4926056,34.045063,6784649,36677106108070,36677106108070,61392009546
1377,19642900000000_3221,0.22,0,100,0,0,39.23,1936,46667,89,57.96,645,66.86,34.92,60.6,18.65,0,0,0,,,4747447,Southern California Edison Company,-117.9797677,34.0751806,4747447,19642871938166,19642871938166,60369000338
1378,19642900000000_3224,0.22,0,100,0,0,39.23,1991,47321,89,19.82,27.5,66.86,34.92,60.6,20.35,0,0,0,,,9450761,Southern California Edison Company,-117.9791083,34.0758535,9450761,19642876096135,19642876096135,60369000339
1379,30665200000000_3276,0.22,0,100,0,0,37.67,2007,55124,66,11.38,241,36.57,22.48,35.91,14.1,0,0,0,,,587294,Southern California Edison Company,-117.9761303,33.7767413,587294,30665226028765,30665226028765,61488001881
1384,19647200000000_3301,0.22,0,100,0,0,39.09,1893,56078,71,11.51,20747,46.47,34.92,73.31,24.45,0,0,0,,,2600579,Southern California Edison Company,-118.1009061,33.9249153,2600579,19647176015093,19647176015093,62193002608
1385,56724600000000_3330,0.22,0,100,0,0,35.23,2000,74028,88,19.3,1894.5,36.95,26.69,35.18,20.2,0,0,0,,,6853724,Southern California Edison Company,-119.193004,34.169642,6853724,56724626055115,56724626055115,61785002206
1387,33671200000000_3335,0.22,0,97.03,0,2.97,39.27,1949,67188,49,39.91,145,73.18,31.72,34.9,31.6,0,0,0,,,779683,Southern California Edison Company,-117.2442636,33.9339087,779683,33671246108690,33671246108690,62580009585
1388,33671200000000_3336,0.22,0,98.83,0,1.17,38.41,2016,51941,49,16.35,42,73.18,31.72,37.19,31.1,0,0,0,,,6956152,Southern California Edison Company,-117.2561985,33.9323857,6956152,33671246103519,33671246103519,62580008167
1389,30665200000000_3337,0.22,0,100,0,0,37.92,2002,85362,66,11.43,645,38.01,22.48,44.62,13.7,0,0,0,,,10198405,Southern California Edison Company,-117.9646225,33.7728705,10198405,30665226028781,30665226028781,61488001883
1391,30666200000000_3357,0.22,0,100,0,0,39.51,1989,73750,10,26.29,112.5,25.83,22.48,51.69,26,0,0,0,,,1205478,Southern California Edison Company,-117.858938,33.7916433,1205478,30666216029953,30666216029953,62865004453
1395,19102000000000_3365,0.22,0,99.05,0,0.95,40.02,1991,18182,100,18.65,929,57.34,34.92,56.36,22.15,0,0,0,,,7038780,Southern California Edison Company,-118.1186568,34.0188736,7038780,19101990140756,19101990140756,69107814576
1407,19648700000000_3431,0.22,0,99.58,0,0.42,38.42,2005,68229,6,16.85,20747,46.77,34.92,58.71,34.3,0,0,0,,,1043540,Southern California Edison Company,-118.1576846,33.910218,1043540,19648736021471,19648736021471,62985004654
1408,19647700000000_3441,0.22,0,100,0,0,39.29,2005,51991,39,13.25,1894.5,56.87,34.92,50.59,33.15,0,0,0,,,9791116,Southern California Edison Company,-118.2039119,33.933693,9791116,19647740108381,19647740108381,62316010901
1409,19642100000000_3467,0.22,0,99.89,0,0.11,37.42,1996,76818,71,13.7,112.5,30.53,34.92,45.27,70.4,0,0,0,,,2661242,Southern California Edison Company,-118.0716415,33.8790234,2661242,19642121931641,19642121931641,60162000028
1411,36678800000000_3555,0.22,0,98.77,0,1.23,39.97,1990,68438,88,8.52,85.5,69.44,34.44,58.51,24.6,0,0,0,,,6795316,Southern California Edison Company,-117.3051073,34.0855831,6795316,36678766037147,36678766037147,63417005389
1412,19644500000000_3668,0.22,0,100,0,0,39.89,2006,57321,75,85.73,112.5,46.57,34.92,57.03,23.3,0,0,0,,,9376812,Southern California Edison Company,-118.1400861,33.936034,9376812,19644511939164,19644511939164,61146001278
1414,19648100000000_3749,0.22,0,100,0,0,39.95,1961,67125,68,15.42,645,57.34,34.92,60.18,20.6,0,0,0,,,9114702,Southern California Edison Company,-118.1219373,34.0251087,9114702,19648086020671,19648086020671,62547003813
1415,19646300000000_3844,0.22,0,100,0,0,39.11,1974,75458,49,7.25,241,90.81,34.92,50.31,36.4,0,0,0,,,6212606,Southern California Edison Company,-118.3352826,33.9345527,6212606,19646346014443,19646346014443,61839002265
1416,33670800000000_18,0.23,0,99.6,0,0.4,41.17,1980,39102,92,22.48,42,63.79,31.72,35.94,43.95,0,0,0,,,6965874,Southern California Edison Company,-116.960599,33.7453262,6965874,33670826084628,33670826084628,61692002148
1417,19753400000000_28,0.23,0,100,0,0,36.02,1979,130213,22,30.61,112.5,22.62,34.92,48.34,9,0,0,0,,,9518017,Southern California Edison Company,-118.3649362,33.8656657,9518017,19753416021992,19753416021992,60003204949
1418,56724600000000_96,0.23,0,100,0,0,35.46,1952,82986,88,20.67,38.5,47.15,26.69,30.57,14.35,0,0,0,,,1389290,Southern California Edison Company,-119.1715213,34.1694939,1389290,56724626055016,56724626055016,61785002204
1419,56726000000000_129,0.23,0,98.17,0,1.83,40.02,1965,123958,60,8.77,129,43.24,26.69,29.28,28.25,0,0,0,,,9416778,Southern California Edison Company,-118.7931519,34.2734242,9416778,56726036055636,56726036055636,63684010712
1420,36678800000000_132,0.23,0.08,83.84,0,16.09,39.58,2001,25759,88,51.9,241,130.81,34.44,52.53,30.75,0,0,0,,,9275519,Southern California Edison Company,-117.3274902,34.1187581,9275519,36678763631082,36678763631082,63417010365
1421,19642900000000_159,0.23,0,98.85,0,1.15,38.2,1955,72366,89,58.83,161,57.56,34.92,60.3,22,0,0,0,,,9269192,Southern California Edison Company,-117.9493616,34.0836949,9269192,19642871930601,19642871930601,60369000324
1422,33669900000000_195,0.23,1.83,37.82,0,60.35,38.35,1912,91078,89,46.29,13,60.02,31.72,25.17,15.95,0,0,0,,,9821280,Southern California Edison Company,-116.9823938,33.9614531,9821280,33669933330479,33669933330479,60429000386
1423,19646300000000_216,0.23,0,100,0,0,38.67,1960,72813,49,13,20747,87.64,34.92,66.63,27.7,0,0,0,,,6597189,Southern California Edison Company,-118.3325655,33.9278794,6597189,19646346014435,19646346014435,61839002247
1429,19643100000000_228,0.23,0,100,0,0,35.74,1924,93529,18,34.02,112.5,33.03,34.92,45.37,6.9,0,0,0,,,6015310,Southern California Edison Company,-118.3941285,34.0643313,6015310,19643116011746,19643116011746,60483000472
1430,33671200000000_259,0.23,0,59.78,0,40.22,37.36,1989,67679,49,17.29,653.5,54,31.72,44.7,29.15,0,0,0,,,581227,Southern California Edison Company,-117.2756486,33.9472722,581227,33671246108716,33671246108716,62580009586
1431,19642900000000_260,0.23,0,99.6,0,0.4,40.67,1965,89333,89,22.42,85.5,66.86,34.92,58.47,23.75,0,0,0,,,1406891,Southern California Edison Company,-117.9635014,34.099009,1406891,19642876011456,19642876011456,60369000333
1432,30665200000000_278,0.23,0,100,0,0,37.73,1955,67294,66,11.33,241,34.7,22.48,37.87,22.4,0,0,0,,,6708691,Southern California Edison Company,-117.9643251,33.7854684,6708691,30665226028252,30665226028252,61488000751
1433,19734400000000_310,0.23,0,98.41,0,1.59,41.17,1952,70969,89,13.5,15,118.7,34.92,66.59,22.15,0,0,0,,,5898339,Southern California Edison Company,-118.2556317,33.8917325,5898339,19734376012231,19734376012231,60962000972
1435,19647700000000_420,0.23,0,100,0,0,39.55,2005,51991,39,25.2,199,56.87,34.92,50.59,23.5,0,0,0,,,9780361,Southern California Edison Company,-118.2037748,33.9353706,9780361,19647740108399,19647740108399,62316010902
1436,19642900000000_446,0.23,0,98.17,0,1.83,40.07,1976,52857,89,17.44,199,66.86,34.92,64.6,22.3,0,0,0,,,6888928,Southern California Edison Company,-117.9665266,34.0759837,6888928,19642876011399,19642876011399,60369000327
1437,19734400000000_490,0.23,4.18,92.6,0,3.22,38.53,2003,59603,89,16.88,161,55.62,34.92,65.52,28.05,0,0,0,,,9457964,Southern California Edison Company,-118.1826164,33.8956745,9457964,19734376120877,19734376120877,60962011323
1443,19644400000000_580,0.23,0,99.92,0,0.08,38.92,1959,52750,70,35.75,15,46.29,34.92,49.6,10.8,0,0,0,,,4847618,Southern California Edison Company,-117.9045531,34.1011438,4847618,19644360140525,19644360140525,61005014519
1445,33670800000000_616,0.23,0,96.25,0,3.75,41.95,1994,45050,92,23.02,38.5,69.41,31.72,29.59,29.6,0,0,0,,,9513251,Southern California Edison Company,-116.9286212,33.7429181,9513251,33670826112007,33670826112007,61692003586
1446,19734400000000_648,0.23,0,97.76,0,2.24,40.1,1968,60600,89,15.38,241,115.45,34.92,51.26,23.85,0,0,0,,,9682080,Southern California Edison Company,-118.2328349,33.9021723,9682080,19734376012256,19734376012256,60962000977
1453,42767900000000_815,0.23,0,100,0,0,35.3,1967,44219,62,48.19,578.5,30.54,24.3,28.7,11.9,0,0,0,,,9249217,Southern California Edison Company,-119.8709857,34.4305675,9249217,42767864231726,42767864231726,60141406017
1455,19648400000000_851,0.23,0,100,0,0,39.42,1994,87628,81,9.2,36,57.55,34.92,48.68,15.45,0,0,0,,,9670381,Southern California Edison Company,-118.0767057,33.8939109,9670381,19648406020952,19648406020952,62769004161
1456,30665500000000_874,0.23,0.41,98.54,0,1.06,32.61,1968,190429,32,67.76,112.5,31.91,22.48,40.65,11.15,0,0,0,,,4749957,Southern California Edison Company,-117.9695643,33.653369,4749957,30665483031895,30665483031895,61806002226
1457,19642900000000_926,0.23,0,100,0,0,39.24,1951,88250,89,13.15,161,66.81,34.92,69.14,20.2,0,0,0,,,1673627,Southern California Edison Company,-117.9911144,34.0739056,1673627,19642876011415,19642876011415,60369000329
1458,19642900000000_956,0.23,0,84.63,0,15.37,39.76,2007,68365,89,20.68,1523.5,66.86,34.92,54.04,29.6,0,0,0,,,918065,Southern California Edison Company,-117.957507,34.0959976,918065,19642876011431,19642876011431,60369000331
1459,30664700000000_1130,0.23,0,100,0,0,38.89,1999,133220,54,7.44,20747,46.72,22.48,59.81,18.7,0,0,0,,,1218364,Southern California Edison Company,-117.990524,33.849448,1218364,30664726027700,30664726027700,60807000776
1461,33671200000000_1304,0.23,0,92.85,0,7.15,39.26,2009,85398,49,15.39,16,56.33,31.72,34.23,30.2,0,0,0,,,1558441,Southern California Edison Company,-117.2567037,33.9510096,1558441,33671246105514,33671246105514,62580008908
1462,36678800000000_1330,0.23,0,96.5,0,3.5,41.39,1993,36002,88,12.76,98.5,123.59,34.44,45.7,42.35,0,0,0,,,6795329,Southern California Edison Company,-117.2568874,34.1396155,6795329,36678766036917,36678766036917,63417005362
1464,19102000000000_1374,0.23,0,88.67,0,11.33,39.35,1993,66750,100,5.5,161,56.6,34.92,75.08,8.6,0,0,0,,,6686958,Southern California Edison Company,-117.811255,34.0466435,6686958,19101991995869,19101991995869,69107804580
1465,30665300000000_1395,0.23,0,100,0,0,34.71,1953,130577,30,19.37,42,31.91,22.48,29.94,50.3,0,0,0,,,6567071,Southern California Edison Company,-117.9584823,33.6627219,6567071,30665306089072,30665306089072,61803002225
1466,36677100000000_1521,0.23,0,95.22,0,4.78,39.96,1958,41250,82,15.71,164,32.62,34.44,43.97,21.75,0,0,0,,,6465783,Southern California Edison Company,-117.4389861,34.1151173,6465783,36677106035794,36677106035794,61392001591
