,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,income,School_Type
3647,19648400000000_2462,0.21,0,96.56,0,2.18,38.33,1978,23906,81,11.7,0.63,13,56.71,34.92,52.44,14.6,0,0,0,low income,Control School
3648,19646900000000_2557,0.21,0,100,0,0,38.45,2009,41827,90,4.13,0.56,16,75.9,34.92,51.47,47.1,0,0,0,low income,Control School
3649,19648400000000_2574,0.21,0,100,0,0,40.09,1945,60595,81,5.5,0.56,20747,54.01,34.92,61.38,43.4,0,0,0,low income,Control School
3650,19646300000000_2638,0.21,0,99.38,0,0.62,37.67,1957,51875,49,9.63,0.57,1894.5,93.62,34.92,63.69,28.55,0,0,0,low income,Control School
3651,36677100000000_2656,0.21,0,98.59,0,1.41,39.8,2005,34474,82,15.41,0.63,205,62.8,34.44,43.64,26.45,0,0,0,low income,Control School
3652,36677100000000_2657,0.21,0,92.83,0,8.45,39.8,2000,34474,82,15.41,0.57,241,62.8,34.44,43.64,26.45,0,0,0,low income,Control School
3653,33672100000000_2803,0.21,0,90.13,0,9.87,41.91,2010,56590,91,61.21,0.63,42.5,57.29,31.72,34.26,39.65,0,0,0,low income,Control School
3654,33671200000000_2874,0.21,0,100,0,0,40.46,2006,55543,49,17.38,0.47,13,73.18,31.72,28.23,28.95,0,0,0,low income,Control School
3655,30665200000000_3045,0.21,0,100,0,0,37.49,1976,57222,66,11.89,0.63,278.5,53.02,22.48,49.77,18.35,0,0,0,low income,Control School
3656,19645500000000_3106,0.21,0,99.89,0,0.11,40.7,2007,41660,72,13.57,0.63,1894.5,40.18,34.92,65.08,18.55,0,0,0,low income,Control School
3657,30667500000000_3138,0.21,0,99.21,0,0.79,38.17,1997,57857,55,11.41,0.61,336,40.9,22.48,55.28,15.3,0,0,0,low income,Control School
3658,36677100000000_3161,0.21,0,100,0,0,40.11,2017,57019,82,26.85,0.63,241,58.95,34.44,60.64,21.55,0,0,0,low income,Control School
3659,54722500000000_3207,0.21,0,100,0,0,39.83,2014,43682,90,3,0.63,23,71.67,28.45,48.63,24.25,0,0,0,low income,Control School
3660,54722500000000_3217,0.21,0,97.6,0,2.44,39.83,2014,43682,90,3,0.63,1523.5,71.67,28.45,48.63,34.9,0,0,0,low income,Control School
3661,19651000000000_3329,0.21,0,80.83,0,19.17,39.65,1993,46602,60,25.93,0.57,13,60.67,34.92,28.62,27.35,0,0,0,low income,Control School
3662,19648100000000_3352,0.21,0,100,0,0,39.16,1994,51064,68,23.08,0.61,161,49.52,34.92,62.12,14.95,0,0,0,low income,Control School
3663,33751800000000_3425,0.21,0,71.72,0,28.28,39.59,2018,52791,64,54.11,0.57,241,55.34,31.72,42.98,18.2,0,0,0,low income,Control School
3664,19642900000000_3468,0.21,0,100,0,0,39.17,1968,54042,89,21.3,0.63,653.5,66.86,34.92,69.37,27.75,0,0,0,low income,Control School
3665,33671800000000_3505,0.21,0,90,0,10,42.78,1950,29515,81,2.94,0.47,645,75.75,31.72,34.8,84.2,0,0,0,low income,Control School
3666,33670800000000_3743,0.21,0,99.5,0,0.5,42.08,2010,40045,92,24.48,0.56,1523.5,84.01,31.72,30.23,46.1,0,0,0,low income,Control School
3667,19648700000000_5,0.22,0,99.92,0,0.08,37.98,1878,51591,6,16.59,0.47,20747,49.73,34.92,56.42,30.8,0,0,0,low income,Control School
3668,36677100000000_61,0.22,0,99.37,0,0.63,38.89,1976,55880,82,14.31,0.61,241,35.03,34.44,40.44,29.4,0,0,0,low income,Control School
3669,19642100000000_62,0.22,0,100,0,0,38.2,1959,55500,71,8.45,0.63,27.5,29.29,34.92,57.5,31.5,0,0,0,low income,Control School
3670,19642100000000_63,0.22,0,100,0,0,38.2,1959,55500,71,8.45,0.61,42,29.29,34.92,57.5,31.5,0,0,0,low income,Control School
3671,19645200000000_130,0.22,5.06,93.55,0,1.39,38.6,1955,50439,84,50.03,0.63,336,45.69,34.92,56.06,14.75,0,0,0,low income,Control School
3672,30665200000000_253,0.22,0,96.57,0,3.43,37.6,1959,34545,66,35.34,0.63,36,25.02,22.48,44.98,10.25,0,0,0,low income,Control School
3673,19644700000000_336,0.22,0,98.5,0,1.5,38.41,2017,49884,72,8.79,0.56,504.5,51.82,34.92,61.26,15,0,0,0,low income,Control School
3674,36677100000000_351,0.22,0,99.78,0,0.22,39.28,1992,55208,82,11.33,0.63,241,47.11,34.44,45.97,26.15,0,0,0,low income,Control School
3675,19734400000000_416,0.22,2.95,95.85,0,1.2,38.85,1992,59603,89,2.5,0.56,20747,55.62,34.92,65.52,99.9,0,0,0,low income,Control School
3676,19734400000000_418,0.22,0,91.83,0,6.67,38.85,1992,59603,89,2.5,0.56,1894.5,55.62,34.92,65.52,99.9,0,0,0,low income,Control School
3677,19734400000000_419,0.22,0,50.56,5.6,39.95,38.85,1992,59603,89,2.5,0.43,20747,55.62,34.92,65.52,99.9,0,0,0,low income,Control School
3678,19648100000000_421,0.22,0,100,0,0,39.97,1931,47850,68,18.01,0.63,20747,46.84,34.92,68.55,19,0,0,0,low income,Control School
3679,19648100000000_422,0.22,0,100,0,0,39.97,1951,47850,68,18.01,0.63,161,46.84,34.92,68.55,19,0,0,0,low income,Control School
3680,56725400000000_423,0.22,0,97.83,0,2.17,35.49,2006,35246,95,22.99,0.63,14.5,62.54,26.69,40.28,25.2,0,0,0,low income,Control School
3681,36678400000000_475,0.22,0,78.13,0.16,21.71,40.66,2009,59123,67,38.81,0.63,241,56.38,34.44,46.93,15.75,0,0,0,low income,Control School
3682,36103600000000_542,0.22,0,100,0,0,40.86,2004,36002,86,42.73,0.47,15,100.17,34.44,54.1,64.05,0,0,0,low income,Control School
3683,33671200000000_587,0.22,0,100,0,0,39.64,1974,47007,49,18.97,0.47,241,73.18,31.72,29.55,31.15,0,0,0,low income,Control School
3684,33671240000000_673,0.22,0,98.83,0,1.17,37.91,1991,51941,0,7.74,0.46,1894.5,73.18,31.72,37.19,27.2,0,0,0,low income,Control School
3685,19647740000000_688,0.22,0,100,0,0,38.92,1991,30820,0,47.85,0.47,161,63.03,34.92,62.87,26.85,0,0,0,low income,Control School
3686,36678760000000_746,0.22,0,99.52,0,0.48,39.77,1950,34803,48,5.5,0.47,653.5,145.12,34.44,51.17,34.1,0,0,0,low income,Control School
3687,56725400000000_829,0.22,0,98.33,0,1.67,35.64,1954,21552,95,31.54,0.63,241,41.32,26.69,42.2,25.2,0,0,0,low income,Control School
3688,19645200000000_890,0.22,0,100,0,0,39.45,1901,58910,84,51.76,0.63,20747,48.95,34.92,73.84,15.2,0,0,0,low income,Control School
3689,19648700000000_1046,0.22,0,100,0,0,39.22,1996,60750,6,21.7,0.56,142.5,52.77,34.92,68.53,23.55,0,0,0,low income,Control School
3690,33670800000000_1068,0.22,0,88.24,0,11.76,40.66,1991,33397,92,13.99,0.57,241,47.44,31.72,32.73,41.1,0,0,0,low income,Control School
3691,19642100000000_1072,0.22,0,100,0,0,38.17,1994,54141,71,10.13,0.63,361.5,53.8,34.92,58.15,21.7,0,0,0,low income,Control School
3692,19651000000000_1208,0.22,0,92.6,0,7.4,40.95,2012,48636,60,36.39,0.56,205,48.08,34.92,21.71,13.1,0,0,0,low income,Control School
3693,33672100000000_1265,0.22,0,66.13,0,33.87,38.9,2007,44811,91,73.36,0.57,464,40.51,31.72,32.86,31.7,0,0,0,low income,Control School
3694,19646300000000_1366,0.22,0,99.72,0,0.28,37.88,2015,41602,49,5,0.47,164,99.47,34.92,41.06,92.15,0,0,0,low income,Control School
3695,19646300000000_1367,0.22,0,100,0,0,37.89,2017,41602,49,5,0.46,38.5,99.47,34.92,41.06,92.15,0,0,0,low income,Control School
3696,42692000000000_1408,0.22,36.84,63.16,0,0,32.82,1959,21552,36,19.27,0.47,241,24.54,24.3,16.2,12.7,0,0,0,low income,Control School
3697,42692000000000_1411,0.22,9.09,90.91,0,0,33.81,1959,21552,36,19.27,0.46,23,24.54,24.3,16.2,12.7,0,0,0,low income,Control School
3698,33670800000000_1443,0.22,0,97.83,0,2.17,41.66,2001,39102,92,13.48,0.57,241,96.14,31.72,43.5,50.25,0,0,0,low income,Control School
3699,36678800000000_1511,0.22,0,100,0,0,40.48,2006,43491,88,10.22,0.58,241,100.17,34.44,54.1,42.15,0,0,0,low income,Control School
3700,19647700000000_1729,0.22,0,100,0,0,38.92,2000,30820,39,23.26,0.47,1894.5,63.03,34.92,62.87,39,0,0,0,low income,Control School
3701,19648700000000_1777,0.22,0,100,0,0,38.48,1981,60987,6,20.96,0.47,20747,61.83,34.92,69.82,38.2,0,0,0,low income,Control School
3702,19644400000000_1842,0.22,0,99.41,0,0.59,38.73,1955,59476,70,14.06,0.63,36,37.91,34.92,54.57,13.2,0,0,0,low income,Control School
3703,19734400000000_1907,0.22,0,100,0,0,40.23,1949,33403,89,17.01,0.63,929,81.13,34.92,62.54,28.75,0,0,0,low income,Control School
3704,19734400000000_1908,0.22,0,97.67,0,0,40.23,1972,33403,89,17.01,0.63,241,81.13,34.92,62.54,28.75,0,0,0,low income,Control School
3705,33671200000000_2067,0.22,0,100,0,0,40.47,2013,57314,49,2.25,0.47,83,73.18,31.72,34.25,53.9,0,0,0,low income,Control School
3706,19648100000000_2202,0.22,0,100,0,0,40.17,1993,54924,68,10.59,0.63,42,57.34,34.92,47.02,36.45,0,0,0,low income,Control School
3707,54721400000000_2250,0.22,0,100,0,0,39.48,2010,47734,87,12.76,0.61,85.5,45.33,28.45,57.3,27.3,0,0,0,low income,Control School
3708,33769400000000_2285,0.22,0,96.93,0,3.07,42.05,2015,33925,0,25.58,0.46,1894.5,57.03,31.72,39.63,33.7,0,0,0,low income,Control School
3709,19650000000000_2352,0.22,1.94,82.52,0,15.53,42.22,2004,59662,22,11.19,0.47,1894.5,56.88,34.92,42.99,42.65,0,0,0,low income,Control School
3710,19102000000000_2362,0.22,0,100,0,0,38.55,2006,23906,100,13.65,0.63,241,47.51,34.92,63.18,28,0,0,0,low income,Control School
3711,19642800000000_2376,0.22,1.09,98.91,0,0,39.14,1949,42146,75,16.81,0.63,241,52.24,34.92,42.54,24,0,0,0,low income,Control School
3712,56725400000000_2499,0.22,0,100,0,0,35.95,1990,57891,95,21.15,0.61,13,47.15,26.69,36.28,33.65,0,0,0,low income,Control School
3713,56725400000000_2579,0.22,0,100,0,0,35.86,1956,57891,95,9.07,0.63,241,47.15,26.69,36.28,24.15,0,0,0,low income,Control School
3714,54755200000000_2662,0.22,0,100,0,0,39.86,1993,29299,95,14.07,0.61,23,61.64,28.45,44.85,28.85,0,0,0,low income,Control School
3715,33751800000000_2871,0.22,0,84.94,0,15.06,43.97,2002,56726,64,25.93,0.57,241,56.08,31.72,44.46,28,0,0,0,low income,Control School
3716,19734400000000_2872,0.22,0,100,0,0,40.78,1965,32000,89,10.63,0.63,264,118.7,34.92,66.59,14.45,0,0,0,low income,Control School
3717,36678800000000_2942,0.22,0,100,0,0,40.41,1970,39196,88,12.67,0.63,241,97.86,34.44,57.58,9.4,0,0,0,low income,Control School
3718,36678800000000_2954,0.22,0,98.44,0,1.56,39.39,1980,31292,88,9.71,0.57,13,145.12,34.44,54.86,31.4,0,0,0,low income,Control School
3719,19734400000000_3015,0.22,0,100,0,0,40.17,1968,44413,89,14.36,0.61,241,95.67,34.92,60.25,29.1,0,0,0,low income,Control School
3720,33672100000000_3139,0.22,0,79.04,0,20.96,42.68,2017,47604,91,1,0.56,20747,54.1,31.72,59.35,97.5,0,0,0,low income,Control School
3721,19642900000000_3224,0.22,0,100,0,0,39.23,1970,52857,89,19.82,0.63,1894.5,66.86,34.92,60.6,20.35,0,0,0,low income,Control School
3722,30665200000000_3276,0.22,0,100,0,0,37.67,2017,55124,66,11.38,0.57,13,36.57,22.48,35.91,14.1,0,0,0,low income,Control School
3723,33671200000000_3336,0.22,0,98.83,0,1.17,38.41,1924,51941,49,16.35,0.47,199,73.18,31.72,37.19,31.1,0,0,0,low income,Control School
3724,19102000000000_3365,0.22,0,99.05,0,0.95,40.02,2013,18182,100,1.75,0.63,16,57.34,34.92,56.36,42.95,0,0,0,low income,Control School
3725,19102000000000_3366,0.22,0,96.57,0,2.45,40.11,2005,54924,100,11.56,0.63,42.5,57.34,34.92,47.02,23.25,0,0,0,low income,Control School
3726,19102000000000_3367,0.22,0,99.48,0,0.4,40.11,2005,54924,100,6.68,0.61,241,57.34,34.92,47.02,22.15,0,0,0,low income,Control School
3727,19102000000000_3368,0.22,7.17,85.28,0,5.65,40.11,2017,54924,100,23.65,0.63,42.5,57.34,34.92,47.02,37.6,0,0,0,low income,Control School
3728,19102000000000_3369,0.22,0,97.69,0,4.05,40.11,1912,54924,100,14.58,0.57,161,57.34,34.92,47.02,28.5,0,0,0,low income,Control School
3729,19102000000000_3370,0.22,0,100,0,0,40.11,1965,54924,100,17.59,0.63,241,57.34,34.92,47.02,16.6,0,0,0,low income,Control School
3730,19102000000000_3371,0.22,0,95,0,9,40.11,1923,54924,100,22.47,0.61,42,57.34,34.92,47.02,16.6,0,0,0,low income,Control School
3731,19102000000000_3372,0.22,0.43,98.04,0,1.75,40.11,1999,54924,100,19.78,0.63,241,57.34,34.92,47.02,30.5,0,0,0,low income,Control School
3732,19102000000000_3373,0.22,0,97.69,3.86,0.15,40.11,1993,54924,100,79.26,0.47,42,57.34,34.92,47.02,44,0,0,0,low income,Control School
3733,19647700000000_3441,0.22,0,100,0,0,39.29,2005,51991,39,13.25,0.47,653.5,56.87,34.92,50.59,33.15,0,0,0,low income,Control School
3734,33671800000000_3504,0.22,0,96.2,0,3.8,42.52,1991,29515,81,2.94,0.43,85.5,75.75,31.72,34.8,84.2,0,0,0,low income,Control School
3735,19644500000000_3668,0.22,0,100,0,0,39.89,2015,57321,75,85.73,0.63,1894.5,46.57,34.92,57.03,23.3,0,0,0,low income,Control School
3736,19644500000000_3669,0.22,0,99.44,0,0.48,39.89,1982,57321,75,85.73,0.63,27.5,46.57,34.92,57.03,23.3,0,0,0,low income,Control School
3737,33670800000000_18,0.23,0,99.6,0,0.4,41.17,1980,39102,92,22.48,0.58,241,63.79,31.72,35.94,43.95,0,0,0,low income,Control School
3738,19646300000000_216,0.23,0,100,0,0,38.67,2009,48171,49,13,0.56,27.5,87.64,34.92,66.63,27.7,0,0,0,low income,Control School
3739,19646300000000_218,0.23,0,99.04,0,0.4,38.67,2004,39196,49,13,0.56,27.5,87.64,34.92,66.63,27.7,0,0,0,low income,Control School
3740,19646300000000_219,0.23,0,97.53,0,0.57,38.67,1951,51985,49,13,0.63,36,87.64,34.92,66.63,27.7,0,0,0,low income,Control School
3741,19646300000000_220,0.23,0,98.73,0,0.32,38.67,1952,52212,49,13,0.57,1894.5,87.64,34.92,66.63,27.7,0,0,0,low income,Control School
3742,19734400000000_417,0.23,0,100,0,0,38.97,1992,59603,89,2.5,0.56,142.5,55.62,34.92,65.52,99.9,0,0,0,low income,Control School
3743,19647700000000_420,0.23,0,100,0,0,39.55,2005,51991,39,25.2,0.57,336,56.87,34.92,50.59,23.5,0,0,0,low income,Control School
3744,19734400000000_490,0.23,4.18,92.6,0,3.22,38.53,2003,59603,89,16.88,0.63,85.5,55.62,34.92,65.52,28.05,0,0,0,low income,Control School
3745,19734400000000_546,0.23,0,100,0,0,40.2,1937,40474,89,56.62,0.63,1894.5,110.96,34.92,59.96,42.95,0,0,0,low income,Control School
3746,19734400000000_547,0.23,0,100,0,0,40.2,1980,40474,89,22.54,0.58,1894.5,110.96,34.92,59.96,42.95,0,0,0,low income,Control School
3747,19734400000000_552,0.23,0,100,0,0,40.2,1953,40474,89,7.33,0.63,164,110.96,34.92,59.96,42.95,0,0,0,low income,Control School
3748,19734400000000_553,0.23,0,98.97,0,0,40.2,2001,40474,89,4,0.57,241,110.96,34.92,59.96,42.95,0,0,0,low income,Control School
3749,19734400000000_555,0.23,0,78.12,0,19.31,40.2,1953,40474,89,72.26,0.61,13,110.96,34.92,59.96,42.95,0,0,0,low income,Control School
3750,19644400000000_580,0.23,0,99.92,0,0.08,38.92,1959,52750,70,73.36,0.63,164,46.29,34.92,49.6,23.3,0,0,0,low income,Control School
3751,33670800000000_616,0.23,0,96.25,0,3.75,41.95,1994,45050,92,23.02,0.61,14.5,69.41,31.72,29.59,29.6,0,0,0,low income,Control School
3752,19734400000000_648,0.23,0,97.76,0,2.24,40.1,1968,60600,89,15.38,0.63,23,115.45,34.92,51.26,23.85,0,0,0,low income,Control School
3753,36678760000000_678,0.23,0,100,0,0,40.79,1965,48523,48,11.25,0.47,653.5,100.17,34.44,54.1,34.1,0,0,0,low income,Control School
3754,19642870000000_718,0.23,0,100,0,0,39.46,1991,42200,69,4.63,0.63,645,66.86,34.92,59.56,23.75,0,0,0,low income,Control School
3755,36678800000000_1330,0.23,0,96.5,0,3.5,41.39,2003,36002,88,12.76,0.56,42,123.59,34.44,45.7,42.35,0,0,0,low income,Control School
3756,36678800000000_1331,0.23,0,98.21,0.32,1.75,41.39,1990,36002,88,12.76,0.56,241,123.59,34.44,45.7,42.35,0,0,0,low income,Control School
3757,36677100000000_1521,0.23,0,95.22,0,4.78,39.96,1958,41250,82,15.71,0.63,241,32.62,34.44,43.97,21.75,0,0,0,low income,Control School
3758,15635300000000_1547,0.23,0,56.91,0,43.09,38.16,1941,25685,90,38.58,0.57,241,57.27,27.08,42.1,41.05,0,0,0,low income,Control School
3759,15635300000000_1549,0.23,0,92.79,0,7.46,38.16,1941,47813,90,38.58,0.57,241,57.27,27.08,42.1,41.05,0,0,0,low income,Control School
3760,15635300000000_1550,0.23,0,84.3,0,15.7,38.27,1941,32188,90,38.58,0.57,241,57.27,27.08,42.1,41.05,0,0,0,low income,Control School
3761,30666200000000_1658,0.23,0,100,0,0,38.89,1994,53357,10,32.24,0.47,161,31.95,22.48,51.51,28.05,0,0,0,low income,Control School
3762,36678800000000_1662,0.23,0,96.03,0,3.97,40.57,1990,45170,88,13.53,0.63,13,62.02,34.44,41.96,35.25,0,0,0,low income,Control School
3763,19643000000000_1665,0.23,0,97.69,0,2.31,37.92,2013,55323,90,3.15,0.63,241,31.04,34.92,51.29,18.45,0,0,0,low income,Control School
3764,19734400000000_1758,0.23,0,99.16,0,0.84,40.92,1959,58949,89,13.07,0.63,241,122.52,34.92,58.32,15.8,0,0,0,low income,Control School
3765,19734400000000_1759,0.23,0,100,0,0,41.05,1975,58949,89,13.07,0.63,38.5,122.52,34.92,58.32,15.8,0,0,0,low income,Control School
3766,19734400000000_1906,0.23,0,100,0,0,40.27,1934,33403,89,17.01,0.63,16,95.67,34.92,60.25,28.75,0,0,0,low income,Control School
3767,36678800000000_2055,0.23,0,95.68,0,4.32,41.46,1998,39477,88,10.89,0.56,241,64.79,34.44,48.29,47.1,0,0,0,low income,Control School
3768,15635500000000_2224,0.23,0,97.44,0,3.11,38.22,2006,54286,72,7.17,0.56,23,57.27,27.08,42.1,44.75,0,0,0,low income,Control School
3769,36677100000000_2330,0.23,0,100,0,0,39.84,2004,41667,82,15.18,0.63,32.5,62.8,34.44,42.74,18.45,0,0,0,low income,Control School
3770,19646300000000_2335,0.23,0,97.45,0,2.47,38.95,2009,34904,49,8.1,0.47,271.5,96.46,34.92,48.8,30.1,0,0,0,low income,Control School
3771,54755200000000_2663,0.23,3.25,85.28,0,11.47,40.7,2015,36750,95,14.07,0.63,241,61.64,28.45,54.63,28.85,0,0,0,low income,Control School
3772,30665200000000_2775,0.23,0,100,0,0,38.52,1993,59250,66,17.82,0.63,241,37.42,22.48,47.91,14.45,0,0,0,low income,Control School
3773,33672000000000_2800,0.23,0,69,0,31,41.61,1927,39716,69,20.13,0.63,1894.5,54.1,31.72,59.35,36.45,0,0,0,low income,Control School
3774,30664200000000_2840,0.23,0,98.16,0,1.84,37.64,2010,55117,61,28.95,0.58,27.5,44.09,22.48,53.39,32.15,0,0,0,low income,Control School
3775,36679600000000_2950,0.23,0,84.82,0,15.18,38.78,1990,50000,77,17.43,0.63,1523.5,38.8,34.44,33.13,18.6,0,0,0,low income,Control School
3776,19645200000000_3042,0.23,0,94.44,0,5.56,39.85,1959,50057,84,44.72,0.63,161,35.75,34.92,69.48,8.75,0,0,0,low income,Control School
3777,19645200000000_3043,0.23,0,99.36,0,1.03,39.85,2014,50057,84,44.72,0.63,653.5,35.75,34.92,69.48,8.75,0,0,0,low income,Control School
3778,54722600000000_3187,0.23,0,100,0,0,39.16,2012,57969,71,10.01,0.63,148.5,41.65,28.45,53.46,17.25,0,0,0,low income,Control School
3779,54722500000000_3208,0.23,0,100,0,0,39.7,2014,35208,90,3,0.63,13,71.67,28.45,48.63,23.55,0,0,0,low income,Control School
3780,54722500000000_3213,0.23,0,100,0,0,39.76,2014,35208,90,3,0.63,220,71.67,28.45,48.63,21.3,0,0,0,low income,Control School
3781,54722500000000_3214,0.23,0,93.54,0,7.18,39.76,2014,43682,90,3,0.57,241,71.67,28.45,48.63,88.9,0,0,0,low income,Control School
3782,54722500000000_3215,0.23,0,94.86,0,5.25,39.76,2014,35208,90,3,0.61,42,71.67,28.45,48.63,8.8,0,0,0,low income,Control School
3783,36677100000000_3312,0.23,0,72.28,0,27.72,38.9,2006,56250,82,79.42,0.63,1894.5,35.54,34.44,42.51,20.85,0,0,0,low income,Control School
3784,33671200000000_3334,0.23,0,97.48,0,2.52,39.42,1965,27203,49,14.63,0.47,241,73.18,31.72,29.55,35.8,0,0,0,low income,Control School
3785,19734400000000_3444,0.23,0,100,0,0,40.45,2003,56417,89,17.63,0.63,32.5,101.48,34.92,52.85,6.8,0,0,0,low income,Control School
3786,19648100000000_3673,0.23,0,100,0,0,39.97,1999,18182,68,16.66,0.63,241,57.34,34.92,56.36,14.35,0,0,0,low income,Control School
3787,19648100000000_3676,0.23,0,99.41,0,0,39.95,1925,54924,68,16.66,0.63,98.5,57.34,34.92,56.36,14.35,0,0,0,low income,Control School
3788,19648100000000_3680,0.23,0,99.82,0,0,39.92,1995,44630,68,16.66,0.61,278.5,57.34,34.92,56.36,14.35,0,0,0,low income,Control School
3789,19734400000000_3728,0.23,1.71,98.01,0,0.28,39.9,2003,43918,89,16.88,0.63,23,95.67,34.92,56.6,10.5,0,0,0,low income,Control School
3790,19646300000000_3839,0.23,0,100,0,0,39.14,1960,52569,49,21.13,0.47,27.5,91.63,34.92,45.03,43.85,0,0,0,low income,Control School
3791,19647300000000_494,0.07,34.7,53.21,0,12.1,23.82,1926,51941,80,18.22,0.43,142.5,27.53,34.92,65.07,14.4,1,0,0,low income,Prop. 39 School
3792,19647300000000_149,0.08,0,100,0,0,41.89,2010,36250,80,20.43,0.56,1894.5,54,34.92,70.42,22.5,1,0,0,low income,Prop. 39 School
3793,19647300000000_1469,0.09,0,99.91,0,0.09,36.95,2011,47868,80,15.29,0.47,241,82.02,34.92,53.42,36.05,1,0,0,low income,Prop. 39 School
3794,19647300000000_1470,0.09,0,77.37,0,23.39,36.95,1965,47868,80,15.29,0.47,42.5,82.02,34.92,53.42,36.05,1,0,0,low income,Prop. 39 School
3795,36679300000000_1354,0.1,0,87.07,0,12.93,41.83,1995,23750,83,28.25,0.47,42.5,70.58,34.44,38.81,26.45,1,0,0,low income,Prop. 39 School
3796,36678500000000_767,0.11,0,99.48,0,0.52,40.8,2002,50000,90,13.35,0.56,1523.5,77.93,34.44,53.92,34.95,1,0,0,low income,Prop. 39 School
3797,19647300000000_1727,0.11,0,100,0,0,40.58,2012,54948,80,33.84,0.57,13,60.74,34.92,62.91,10.15,1,0,0,low income,Prop. 39 School
3798,19649100000000_3604,0.11,0,100,0,0,38.89,2001,32000,95,16.28,0.58,14.5,81.58,34.92,57.05,20.9,1,0,0,low income,Prop. 39 School
3799,19650600000000_1003,0.12,0,100,0,0,37.76,1928,59891,10,10.95,0.47,20747,0,34.92,64.1,10.45,1,0,0,low income,Prop. 39 School
3800,19734500000000_2464,0.12,0,100,0,0,40.66,2013,51995,77,10.74,0.61,1523.5,24.82,34.92,60.98,18.3,1,0,0,low income,Prop. 39 School
3801,19649100000000_2835,0.12,0,100,0,0,38.77,1990,32000,95,1,0.56,23,81.58,34.92,57.05,45,1,0,0,low income,Prop. 39 School
3802,19649100000000_2836,0.12,0,100,0,0,38.77,1990,32000,95,1,0.47,91,81.58,34.92,57.05,45,1,0,0,low income,Prop. 39 School
3803,19649100000000_2837,0.12,0,100,0,0,38.77,1990,32000,95,1,0.56,23,81.58,34.92,57.05,45,1,0,0,low income,Prop. 39 School
3804,19649100000000_2838,0.12,0,100,0,0,38.77,1990,32000,95,1,0.47,241,81.58,34.92,57.05,45,1,0,0,low income,Prop. 39 School
3805,19642500000000_98,0.13,0,94.18,0,5.82,41.91,1912,40724,54,74,0.47,205,142.59,34.92,40.49,28.25,1,0,0,low income,Prop. 39 School
3806,19647300000000_148,0.13,0,100,0,0,40.77,2006,48750,80,20.92,0.47,336,60.74,34.92,58.56,25.7,1,0,0,low income,Prop. 39 School
3807,19644800000000_939,0.13,0,8.7,0,91.3,44.52,2014,42634,92,20.45,0.47,241,129.41,34.92,36.16,38.65,1,0,0,low income,Prop. 39 School
3808,19650600000000_1000,0.13,0,100,0,0,37.72,1928,59891,10,10.95,0.43,1894.5,58.83,34.92,60.55,10.45,1,0,0,low income,Prop. 39 School
3809,19650600000000_1001,0.13,0,100,0,0,37.72,1928,59891,10,10.95,0.47,42,58.83,34.92,60.55,10.45,1,0,0,low income,Prop. 39 School
3810,19650600000000_1002,0.13,0,100,0,0,37.72,1928,59891,10,10.95,0.43,1894.5,58.83,34.92,60.55,10.45,1,0,0,low income,Prop. 39 School
3811,36679300000000_1352,0.13,0,94.43,0.24,5.33,40.97,1926,45375,83,28.25,0.47,42,70.58,34.44,38.81,26.45,1,0,0,low income,Prop. 39 School
3812,36679300000000_1353,0.13,0,94.41,0,7.18,40.97,1997,39716,83,28.25,0.47,1523.5,70.58,34.44,38.81,26.45,1,0,0,low income,Prop. 39 School
3813,36679300000000_2690,0.13,0,76.05,0,23.95,42.22,1993,56590,83,21.52,0.46,42.5,86.91,34.44,25.42,28.7,1,0,0,low income,Prop. 39 School
3814,19649100000000_2771,0.13,0,99.45,0,0.55,39.54,1994,43333,95,9.38,0.43,85.5,74.1,34.92,55.45,81.05,1,0,0,low income,Prop. 39 School
3815,19642500000000_2811,0.13,0,8.4,0,91.6,43.99,1996,25759,54,8,0.47,241,147.68,34.92,49.14,93.45,1,0,0,low income,Prop. 39 School
3816,19647300000000_3022,0.13,0,100,0,0,38.39,1928,43534,80,16.76,0.47,42,128.01,34.92,52.08,35,1,0,0,low income,Prop. 39 School
3817,36679300000000_3234,0.13,0,64.47,0,35.53,41.15,1996,35938,83,65.33,0.47,205,86.91,34.44,16.39,22.05,1,0,0,low income,Prop. 39 School
3818,19647300000000_2147,0.14,0,100,0,0,38.51,2008,48750,80,18.42,0.47,32.5,128.01,34.92,53.94,46.85,1,0,0,low income,Prop. 39 School
3819,19647300000000_2243,0.14,0,100,0,0,40.52,2008,35439,80,11.6,0.47,241,60.74,34.92,53.06,92.15,1,0,0,low income,Prop. 39 School
3820,19647300000000_2295,0.14,0,100,0,0,40.48,2008,35439,80,11.45,0.57,13,60.74,34.92,53.06,30.5,1,0,0,low income,Prop. 39 School
3821,14632500000000_2325,0.14,2.59,1.78,0,95.63,31.02,2013,45515,63,17.01,0.47,1523.5,64.9,29.34,18.98,43.95,1,0,0,low income,Prop. 39 School
3822,36750400000000_2411,0.14,0,77.86,0,22.14,40.78,2002,33958,68,6.41,0.43,14.5,107.74,34.44,28.87,60.3,1,0,0,low income,Prop. 39 School
