,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,income,School_Type
1321,33670600000000_2733,0.21,0,99.92,0,0.08,43.14,2016,79118,91,27.41,0.63,1523.5,19.27,31.72,21.28,26.5,0,0,0,medium income,Control School
1322,33672100000000_2801,0.21,0,97.78,0,2.22,40.47,2002,111453,91,61.21,0.63,13,57.29,31.72,34.26,39.65,0,0,0,medium income,Control School
1323,19642900000000_2826,0.21,0.2,89.25,0,10.54,39.2,2010,72083,89,16.41,0.63,241,66.86,34.92,55.35,25.05,0,0,0,medium income,Control School
1324,33671700000000_2905,0.21,0,100,0,0,43.77,2017,63813,96,24.2,0.63,205,59.03,31.72,19.75,29.75,0,0,0,medium income,Control School
1325,19645500000000_2932,0.21,0,98.99,0,1.01,40.03,1968,102784,72,12.21,0.63,161,41.17,34.92,72.07,12.1,0,0,0,medium income,Control School
1326,33672300000000_3005,0.21,0,93.71,0,6.29,40.98,2003,79239,71,24.9,0.63,23,38.64,31.72,38.04,22.25,0,0,0,medium income,Control School
1327,33672300000000_3006,0.21,0,89,0,12.09,40.98,2002,79239,71,24.9,0.63,241,38.64,31.72,38.04,22.25,0,0,0,medium income,Control School
1328,33672300000000_3007,0.21,0,97.72,0,3.59,40.98,2017,79239,71,24.9,0.63,267,38.64,31.72,38.04,22.25,0,0,0,medium income,Control School
1329,33672300000000_3008,0.21,0,94.69,0,4.62,40.98,1994,79239,71,24.9,0.63,42,38.64,31.72,38.04,22.25,0,0,0,medium income,Control School
1330,36677100000000_3196,0.21,0,74.54,0,25.46,38.61,2002,64712,82,13.54,0.63,241,35.54,34.44,42.51,19.6,0,0,0,medium income,Control School
1331,54718400000000_3311,0.21,0,94.73,0,7.13,40.11,2005,66932,80,40.34,0.56,241,61.64,28.45,33.84,36.65,0,0,0,medium income,Control School
1332,30666200000000_3376,0.21,0,100,0,0,40.05,1958,95833,10,17.32,0.56,199,37.78,22.48,52.63,22.5,0,0,0,medium income,Control School
1333,30666200000000_3378,0.21,0,100,0,0,40.05,1937,95833,10,17.32,0.56,112.5,37.78,22.48,52.63,22.5,0,0,0,medium income,Control School
1334,30666200000000_3383,0.21,0,96.68,0,3.76,40.01,1978,95833,10,17.32,0.56,1894.5,37.78,22.48,52.63,22.5,0,0,0,medium income,Control School
1335,33671200000000_3465,0.21,0,92.49,0,7.51,36.72,2004,74154,49,35.68,0.57,241,73.01,31.72,42.13,21.95,0,0,0,medium income,Control School
1336,33752400000000_3560,0.21,0,89.9,0,10.1,40.9,2013,61648,80,19.77,0.57,42.5,57.29,31.72,28.56,37.5,0,0,0,medium income,Control School
1337,19734400000000_3663,0.21,0,99.86,0,0.14,41.34,1978,72250,89,12.38,0.63,23,122.52,34.92,58.32,22.2,0,0,0,medium income,Control School
1338,19648100000000_3677,0.21,0,100,0,0,40.08,1962,89048,68,16.66,0.63,98.5,57.34,34.92,56.36,14.35,0,0,0,medium income,Control School
1339,19647700000000_3760,0.21,0,100,0,0,39.08,1985,67067,39,17.57,0.56,1894.5,67.6,34.92,67.58,28.3,0,0,0,medium income,Control School
1340,30665200000000_44,0.22,0,100,0,0,37.66,1955,66711,66,17.92,0.63,161,26.68,22.48,55.08,10.75,0,0,0,medium income,Control School
1341,36677100000000_46,0.22,0,97.14,0,2.86,40.28,1976,80396,82,27.35,0.63,42,37.88,34.44,34.97,26.65,0,0,0,medium income,Control School
1342,56724600000000_138,0.22,0.32,93.01,0,6.67,34.58,2002,97083,88,25.88,0.63,23,45.96,26.69,39.78,19.95,0,0,0,medium income,Control School
1343,36677100000000_196,0.22,0,100,0,0,40.01,2010,73583,82,15.92,0.61,241,57.95,34.44,53.41,16.3,0,0,0,medium income,Control School
1344,19646300000000_226,0.22,0,100,0,0,38.17,1954,63977,49,11.25,0.47,653.5,99.35,34.92,43.39,30.1,0,0,0,medium income,Control School
1345,33671700000000_388,0.22,0,97.13,0,2.87,43.52,1987,99338,96,15.17,0.63,13,25.05,31.72,26.08,28,0,0,0,medium income,Control School
1346,19642900000000_403,0.22,0,100,0,0,38.39,1992,72366,89,18.1,0.63,653.5,57.56,34.92,60.3,31.6,0,0,0,medium income,Control School
1347,19651000000000_575,0.22,0,86.36,0,13.64,40.09,1990,67768,60,15.18,0.56,205,51.51,34.92,28.64,20.8,0,0,0,medium income,Control School
1348,36677100000000_617,0.22,0,99.65,0,0.35,39.83,1997,66833,82,16.51,0.63,241,62.8,34.44,42.74,30.6,0,0,0,medium income,Control School
1349,33103300000000_672,0.22,0,97.12,0,2.88,39.09,1893,86786,65,15.83,0.56,1894.5,73.18,31.72,32.21,49.2,0,0,0,medium income,Control School
1350,19752910000000_740,0.22,0,100,0,0,39.36,1959,91406,0,24.95,0.57,112.5,28.17,34.92,52.16,10.75,0,0,0,medium income,Control School
1351,36677100000000_809,0.22,0,97.14,0,2.86,38.59,2004,65179,82,14.48,0.63,241,38.68,34.44,44.51,23.4,0,0,0,medium income,Control School
1352,19644500000000_818,0.22,0,100,0,0,39.55,1901,71106,75,92.59,0.63,1894.5,52.31,34.92,51.51,19.55,0,0,0,medium income,Control School
1353,19644500000000_819,0.22,0,87.07,0,11.68,39.55,1901,71106,75,92.59,0.63,645,52.31,34.92,51.51,19.55,0,0,0,medium income,Control School
1354,33751800000000_853,0.22,0,59.98,0,40.02,39.84,2007,66503,64,24.49,0.63,241,34.99,31.72,45.65,27.9,0,0,0,medium income,Control School
1355,19734400000000_940,0.22,0,100,0,0,41.14,1991,94519,89,13.26,0.63,85.5,79.8,34.92,66.09,33.5,0,0,0,medium income,Control School
1356,30665200000000_955,0.22,0,100,0,0,37.74,1977,79214,66,17.78,0.63,112.5,30.51,22.48,57.62,21.4,0,0,0,medium income,Control School
1357,19643000000000_957,0.22,0,100,0,0,39.33,1981,65739,90,11.5,0.63,42.5,61.64,34.92,37.91,21.6,0,0,0,medium income,Control School
1358,33671200000000_970,0.22,0,49.8,0,50.2,39.43,2006,96036,49,14.27,0.63,13,34.87,31.72,29.7,18.8,0,0,0,medium income,Control School
1359,19643000000000_1045,0.22,0,100,0,0,39.01,1944,64013,90,10.43,0.63,91,61.64,34.92,48.2,27.5,0,0,0,medium income,Control School
1360,30664700000000_1104,0.22,0,98.25,0,1.75,37.61,1975,73698,54,13.76,0.63,241,37.46,22.48,39.65,11.5,0,0,0,medium income,Control School
1361,19648100000000_1205,0.22,0,100,0,0,40.24,1999,80147,68,23.79,0.63,241,57.34,34.92,50.33,28.8,0,0,0,medium income,Control School
1362,36677100000000_1243,0.22,0,100,0,0,39.72,1996,82083,82,29.31,0.63,1894.5,61.48,34.44,58,23.2,0,0,0,medium income,Control School
1363,19646300000000_1368,0.22,0,100,0,0,37.9,2015,84440,49,5,0.47,1894.5,99.47,34.92,41.06,92.15,0,0,0,medium income,Control School
1364,30665200000000_1447,0.22,0,100,0,0,37.51,2010,68011,66,19.87,0.63,241,41.25,22.48,47.91,10.65,0,0,0,medium income,Control School
1365,19752900000000_1464,0.22,0,99.37,0,0.63,40.39,1976,72857,44,27.35,0.63,1894.5,40.13,34.92,65.35,8.6,0,0,0,medium income,Control School
1366,33103300000000_1506,0.22,0,96.34,0,3.66,40.33,1978,76028,65,12.25,0.57,1894.5,51.87,31.72,23.38,42.95,0,0,0,medium income,Control School
1367,19642900000000_1544,0.22,0,100,0,0,39.29,2003,76797,89,15.4,0.61,241,66.86,34.92,60.6,28.55,0,0,0,medium income,Control School
1368,19644400000000_1667,0.22,0,100,0,0,38.67,1991,78902,70,19.75,0.63,241,52.36,34.92,40.4,16.05,0,0,0,medium income,Control School
1369,19650400000000_1774,0.22,0,98.73,0,1.27,38.09,1956,72917,88,16.46,0.63,241,47.73,34.92,49.37,32.75,0,0,0,medium income,Control School
1370,19650400000000_1775,0.22,0,91.95,0,7.33,38.09,1956,72917,88,16.46,0.63,13,47.73,34.92,49.37,32.75,0,0,0,medium income,Control School
1371,33751800000000_1812,0.22,0,97.17,0,2.83,41.86,2000,66503,64,27.85,0.47,13,57.91,31.72,21.04,39.5,0,0,0,medium income,Control School
1372,36677100000000_1834,0.22,0,92.87,0,7.13,39.95,1992,85362,82,15.5,0.63,241,37.96,34.44,49.26,32.9,0,0,0,medium income,Control School
1373,30666000000000_1896,0.22,0,100,0,0,36.39,1997,94143,23,19.05,0.57,1894.5,26.28,22.48,41.18,10.7,0,0,0,medium income,Control School
1374,30666000000000_1897,0.22,0,100,0,0,36.42,1997,94143,23,19.05,0.56,241,26.28,22.48,41.18,10.7,0,0,0,medium income,Control School
1375,30666000000000_1898,0.22,0,77.7,0,23.21,36.42,1997,94143,23,19.05,0.57,36,26.28,22.48,41.18,10.7,0,0,0,medium income,Control School
1376,30666000000000_1899,0.22,0,97.44,0,2.48,36.42,1997,94143,23,19.05,0.56,1894.5,26.28,22.48,41.18,10.7,0,0,0,medium income,Control School
1377,30666000000000_1900,0.22,2.79,96.51,0,0,36.42,1997,94143,23,19.05,0.56,16,26.28,22.48,41.18,10.7,0,0,0,medium income,Control School
1378,19642100000000_1936,0.22,0,100,0,0,38.66,1965,87000,71,13.18,0.61,645,28.81,34.92,44.28,27.05,0,0,0,medium income,Control School
1379,19642100000000_1937,0.22,0,77.37,0,19.3,38.66,1958,95833,71,13.18,0.63,1894.5,28.81,34.92,44.28,27.05,0,0,0,medium income,Control School
1380,19642100000000_1938,0.22,0.4,98.04,0,0,38.66,2009,82738,71,13.18,0.61,13,28.81,34.92,44.28,27.05,0,0,0,medium income,Control School
1381,36678400000000_1941,0.22,0,94.73,0,5.27,38.78,1990,70563,67,11.41,0.63,241,50.62,34.44,41.84,17.3,0,0,0,medium income,Control School
1382,36678400000000_1942,0.22,0,98.65,0,0.8,38.78,1958,70563,67,11.41,0.63,98.5,50.62,34.44,41.84,17.3,0,0,0,medium income,Control School
1383,36678800000000_1961,0.22,0,100,0,0,40.78,2001,64716,88,5.51,0.63,42,97.86,34.44,57.58,8.8,0,0,0,medium income,Control School
1384,19648100000000_2034,0.22,0,100,0,0,40.08,1959,71750,68,46.37,0.63,241,57.34,34.92,47.02,11.65,0,0,0,medium income,Control School
1385,19648100000000_2035,0.22,0,97.67,0,2.08,40.08,1990,71750,68,46.37,0.63,241,57.34,34.92,47.02,11.65,0,0,0,medium income,Control School
1386,19648100000000_2042,0.22,0,99.37,0,0.63,40.55,1961,65739,68,22.2,0.63,241,66.24,34.92,44.48,21.4,0,0,0,medium income,Control School
1387,19648100000000_2043,0.22,0,97.37,0,3.43,40.55,1996,65739,68,22.2,0.63,1894.5,66.24,34.92,44.48,21.4,0,0,0,medium income,Control School
1388,19648100000000_2044,0.22,0,97.44,0,3.25,40.55,2001,65739,68,22.2,0.63,13,66.24,34.92,44.48,21.4,0,0,0,medium income,Control School
1389,19648100000000_2045,0.22,0,100,0,0,40.77,2001,65739,68,22.2,0.63,23,66.24,34.92,44.48,21.4,0,0,0,medium income,Control School
1390,33671200000000_2064,0.22,0,95.18,0,4.82,38.4,1880,64861,49,71.21,0.47,199,73.18,31.72,40.6,25.4,0,0,0,medium income,Control School
1391,33671200000000_2066,0.22,0,98.73,0,1.69,38.4,1967,64861,49,71.21,0.47,27.5,73.18,31.72,40.6,25.4,0,0,0,medium income,Control School
1392,19645200000000_2079,0.22,2.89,85.42,0,11.68,38.42,1980,63750,84,53.65,0.63,161,73.28,34.92,64.33,18.75,0,0,0,medium income,Control School
1393,19648100000000_2110,0.22,0,100,0,0,40.2,2010,71750,68,12.57,0.63,13,57.34,34.92,47.02,27.1,0,0,0,medium income,Control School
1394,19648100000000_2117,0.22,0,99.03,0,0,40.2,1998,71750,68,13.5,0.63,23,57.34,34.92,47.02,10.8,0,0,0,medium income,Control School
1395,19648400000000_2142,0.22,0,100,0,0,38.95,2004,89636,81,64.13,0.63,241,31.74,34.92,50.77,22.85,0,0,0,medium income,Control School
1396,10623300000000_2212,0.22,1.04,80.67,0,18.29,40.67,2012,75645,74,19,0.63,241,43.24,26.69,55.34,10.95,0,0,0,medium income,Control School
1397,19648100000000_2361,0.22,0,100,0,0,40.2,2014,71750,68,11.09,0.61,13,57.34,34.92,47.02,28.05,0,0,0,medium income,Control School
1398,19734600000000_2448,0.22,0,99.28,0,0.72,39.22,1967,63800,21,14.9,0.58,1894.5,26.46,34.92,53.8,3.3,0,0,0,medium income,Control School
1399,19644400000000_2454,0.22,0,100,0,0,39.23,1990,62826,70,13,0.56,42,53.81,34.92,52.41,29.45,0,0,0,medium income,Control School
1400,19648400000000_2553,0.22,0,98.45,0,1.56,39.23,1997,65441,81,12.38,0.63,1894.5,57.55,34.92,48.68,20.4,0,0,0,medium income,Control School
1401,19645300000000_2616,0.22,0,100,0,0,39.62,1934,76367,76,12.5,0.63,504.5,59.35,34.92,61.9,34.45,0,0,0,medium income,Control School
1402,19642900000000_2661,0.22,0.08,97.93,0,1.99,39.33,1996,93704,89,19.64,0.63,336,66.86,34.92,60.01,16.75,0,0,0,medium income,Control School
1403,36678800000000_2720,0.22,0,79.17,0,20.83,38.36,2015,83056,88,15.11,0.63,241,49.96,34.44,58.8,17,0,0,0,medium income,Control School
1404,19648700000000_2766,0.22,0,99,0,1,37.98,1953,62335,6,109.5,0.47,20747,56.27,34.92,58.7,24.05,0,0,0,medium income,Control School
1405,33672100000000_2802,0.22,0,100,0,0,40.6,2002,71167,91,61.21,0.63,1523.5,57.29,31.72,34.26,39.65,0,0,0,medium income,Control School
1406,30665200000000_2847,0.22,0,100,0,0,37.58,1999,70625,66,10.55,0.63,241,41.25,22.48,47.91,9.2,0,0,0,medium income,Control School
1407,30665200000000_2865,0.22,0,98.41,0,1.59,37.58,1980,68294,66,12.23,0.63,23,61.09,22.48,52.57,15.3,0,0,0,medium income,Control School
1408,36678800000000_2943,0.22,0,100,0,0.75,40.41,2007,68580,88,12.67,0.63,241,97.86,34.44,57.58,9.4,0,0,0,medium income,Control School
1409,30666200000000_2944,0.22,0,100,0,0,39.61,2005,73750,10,18.74,0.47,112.5,25.83,22.48,51.69,80.1,0,0,0,medium income,Control School
1410,30666200000000_2945,0.22,0,100,0,0,39.61,2005,73750,10,18.74,0.47,142.5,25.83,22.48,51.69,80.1,0,0,0,medium income,Control School
1411,33103300000000_2987,0.22,0,98.67,0,1.33,44.03,2010,64875,65,221.59,0.47,1894.5,59.03,31.72,27.98,50.75,0,0,0,medium income,Control School
1412,19734400000000_3021,0.22,0,100,0,0,39.93,2010,72500,89,14.36,0.63,241,83.19,34.92,49.76,29.1,0,0,0,medium income,Control School
1413,19642100000000_3046,0.22,0,100,0,0,38.14,2004,99234,71,9.39,0.61,164,30.97,34.92,48.25,14.55,0,0,0,medium income,Control School
1414,33669900000000_3096,0.22,0,84.05,0,15.95,38.15,2004,76000,89,23.73,0.63,13,60.02,31.72,40.36,16.75,0,0,0,medium income,Control School
1415,30665200000000_3129,0.22,0,100,0,0,37.2,2005,80571,66,38.2,0.63,241,33.32,22.48,51.33,13.3,0,0,0,medium income,Control School
1416,30665200000000_3130,0.22,0,98.88,0,0,37.2,1911,80571,66,38.2,0.61,1894.5,33.32,22.48,51.33,13.3,0,0,0,medium income,Control School
1417,33671200000000_3167,0.22,0,87.02,0,12.98,40.6,2014,65601,49,18.18,0.56,241,68.4,31.72,39.02,34.9,0,0,0,medium income,Control School
1418,36677100000000_3173,0.22,0,91.59,0,8.41,39.6,1967,81719,82,13.06,0.63,23,48.82,34.44,47.97,22.75,0,0,0,medium income,Control School
1419,19642900000000_3221,0.22,0,100,0,0,39.23,1925,68281,89,57.96,0.63,27.5,66.86,34.92,60.6,18.65,0,0,0,medium income,Control School
1420,30665200000000_3277,0.22,0,100,0,0,37.98,1999,89006,66,11.38,0.63,271.5,34.92,22.48,50.92,14.1,0,0,0,medium income,Control School
1421,30665200000000_3278,0.22,0,100,0,0,37.98,2003,89006,66,11.38,0.61,16,34.92,22.48,50.92,14.1,0,0,0,medium income,Control School
1422,30665200000000_3279,0.22,0,100,0,0.56,37.98,2009,89006,66,11.38,0.61,1894.5,34.92,22.48,50.92,14.1,0,0,0,medium income,Control School
1423,30665200000000_3280,0.22,0,73.11,0,24.69,37.98,1967,89006,66,11.38,0.63,241,34.92,22.48,50.92,14.1,0,0,0,medium income,Control School
1424,19647200000000_3301,0.22,0,100,0,0,39.09,1952,72277,71,11.51,0.61,161,46.47,34.92,73.31,24.45,0,0,0,medium income,Control School
1425,56724600000000_3330,0.22,0,100,0,0,35.23,2005,74028,88,19.3,0.63,42.5,36.95,26.69,35.18,20.2,0,0,0,medium income,Control School
1426,56724600000000_3332,0.22,0,100,0,0,35.23,1999,74028,88,19.3,0.63,1523.5,36.95,26.69,35.18,20.2,0,0,0,medium income,Control School
1427,33671200000000_3335,0.22,0,97.03,0,2.97,39.27,1956,67188,49,39.91,0.47,241,73.18,31.72,34.9,31.6,0,0,0,medium income,Control School
1428,30665200000000_3337,0.22,0,100,0,0,37.92,1997,85362,66,11.43,0.63,38.5,38.01,22.48,44.62,13.7,0,0,0,medium income,Control School
1429,30665200000000_3338,0.22,0,94.74,0,4.85,37.92,2018,85362,66,11.43,0.63,13,38.01,22.48,44.62,13.7,0,0,0,medium income,Control School
1430,30666200000000_3357,0.22,0,100,0,0,39.51,1985,73750,10,26.29,0.47,112.5,25.83,22.48,51.69,26,0,0,0,medium income,Control School
1431,30666200000000_3358,0.22,0,90.34,0,8.18,39.51,2003,73750,10,26.29,0.47,20747,25.83,22.48,51.69,26,0,0,0,medium income,Control School
1432,30666200000000_3359,0.22,0,100,0,0,39.51,1980,73750,10,26.29,0.47,20747,25.83,22.48,51.69,26,0,0,0,medium income,Control School
1433,30666200000000_3360,0.22,0,98.83,0,1.43,39.51,2007,73750,10,26.29,0.47,112.5,25.83,22.48,51.69,26,0,0,0,medium income,Control School
1434,30666200000000_3375,0.22,0,99.28,0,0.72,39.98,1992,95833,10,17.32,0.56,504.5,37.78,22.48,52.63,22.5,0,0,0,medium income,Control School
1435,30666200000000_3380,0.22,7.25,3.51,0,87.89,40.01,2005,95833,10,17.32,0.47,199,37.78,22.48,52.63,22.5,0,0,0,medium income,Control School
1436,30666200000000_3382,0.22,0,97.06,0,1.73,40.01,1925,95833,10,17.32,0.56,199,37.78,22.48,52.63,22.5,0,0,0,medium income,Control School
1437,19648700000000_3431,0.22,0,99.58,0,0.42,38.42,1958,68229,6,16.85,0.47,20747,46.77,34.92,58.71,34.3,0,0,0,medium income,Control School
1438,19642100000000_3467,0.22,0,99.89,0,0.11,37.42,2005,76818,71,13.7,0.47,199,30.53,34.92,45.27,70.4,0,0,0,medium income,Control School
1439,36678800000000_3555,0.22,0,98.77,0,1.23,39.97,2010,68438,88,8.52,0.61,241,69.44,34.44,58.51,24.6,0,0,0,medium income,Control School
1440,19648100000000_3749,0.22,0,100,0,0,39.95,1930,67125,68,15.42,0.63,1894.5,57.34,34.92,60.18,20.6,0,0,0,medium income,Control School
1441,19646300000000_3844,0.22,0,100,0,0,39.11,1992,75458,49,7.25,0.56,241,90.81,34.92,50.31,36.4,0,0,0,medium income,Control School
1442,56724600000000_96,0.23,0,100,0,0,35.46,1952,82986,88,20.67,0.61,23,47.15,26.69,30.57,14.35,0,0,0,medium income,Control School
1443,36678800000000_132,0.23,0.08,83.84,0,16.09,39.58,2001,84440,88,51.9,0.63,42,130.81,34.44,52.53,30.75,0,0,0,medium income,Control School
1444,19642900000000_159,0.23,0,98.85,0,1.15,38.2,1955,72366,89,58.83,0.63,112.5,57.56,34.92,60.3,22,0,0,0,medium income,Control School
1445,33669900000000_195,0.23,1.83,37.82,0,60.35,38.35,1912,91078,89,46.29,0.63,14.5,60.02,31.72,25.17,15.95,0,0,0,medium income,Control School
1446,19646300000000_217,0.23,0,80.35,0,19.51,38.67,1993,112045,49,13,0.63,85.5,87.64,34.92,66.63,27.7,0,0,0,medium income,Control School
1447,19646300000000_221,0.23,0,99.05,0,0.08,38.67,1956,64716,49,13,0.63,164,87.64,34.92,66.63,27.7,0,0,0,medium income,Control School
1448,19643100000000_228,0.23,0,100,0,0,35.74,1924,93529,18,34.02,0.57,653.5,33.03,34.92,45.37,6.9,0,0,0,medium income,Control School
1449,33671200000000_259,0.23,0,59.78,0,40.22,37.36,1989,67679,49,17.29,0.57,241,54,31.72,44.7,29.15,0,0,0,medium income,Control School
1450,19642900000000_260,0.23,0,99.6,0,0.4,40.67,1956,89333,89,22.42,0.63,85.5,66.86,34.92,58.47,23.75,0,0,0,medium income,Control School
1451,30665200000000_278,0.23,0,100,0,0,37.73,1955,67294,66,11.33,0.57,42.5,34.7,22.48,37.87,22.4,0,0,0,medium income,Control School
1452,19734400000000_310,0.23,0,98.41,0,1.59,41.17,1952,70969,89,13.5,0.61,53.5,118.7,34.92,66.59,22.15,0,0,0,medium income,Control School
1453,19642900000000_446,0.23,0,98.17,0,1.83,40.07,1994,75820,89,17.44,0.63,27.5,66.86,34.92,64.6,22.3,0,0,0,medium income,Control School
1454,36678800000000_610,0.23,0,90.21,0,9.79,40.53,1948,73175,88,12.46,0.61,1894.5,54.01,34.44,47.95,35.95,0,0,0,medium income,Control School
1455,33103300000000_723,0.23,0,99.52,0,0.48,38.61,1989,80568,65,12.38,0.56,1894.5,38.17,31.72,34.46,49.2,0,0,0,medium income,Control School
1456,56724600000000_848,0.23,0,98.63,0,1.37,34.83,1960,75813,88,33.97,0.63,1523.5,47,26.69,27.32,13.9,0,0,0,medium income,Control School
1457,19648400000000_851,0.23,0,100,0,0,39.42,2005,87628,81,9.2,0.63,241,57.55,34.92,48.68,15.45,0,0,0,medium income,Control School
1458,19642900000000_926,0.23,0,100,0,0,39.24,1996,88250,89,13.15,0.63,1894.5,66.81,34.92,69.14,20.2,0,0,0,medium income,Control School
1459,19642900000000_956,0.23,0,84.63,0,15.37,39.76,1952,68365,89,20.68,0.61,36,66.86,34.92,54.04,29.6,0,0,0,medium income,Control School
1460,33671200000000_1304,0.23,0,92.85,0,7.15,39.26,1980,85398,49,15.39,0.56,241,56.33,31.72,34.23,30.2,0,0,0,medium income,Control School
1461,19102000000000_1374,0.23,0,88.67,0,11.33,39.35,1993,66750,100,5.5,0.61,15,56.6,34.92,75.08,8.6,0,0,0,medium income,Control School
1462,15635300000000_1548,0.23,0,94.37,0,3.69,38.16,1941,83590,90,38.58,0.63,241,57.27,27.08,42.1,41.05,0,0,0,medium income,Control School
1463,19648700000000_1824,0.23,0,100,0,0,38.17,1953,61923,6,13.71,0.47,20747,51.79,34.92,57.35,33.9,0,0,0,medium income,Control School
1464,19642900000000_1854,0.23,0,100,0,0,40.92,1953,83261,89,16.98,0.63,85.5,66.86,34.92,58.47,23.25,0,0,0,medium income,Control School
1465,36678400000000_1988,0.23,0,77.1,0.79,22.11,39.76,2011,70764,67,7.53,0.63,361.5,27.88,34.44,54.01,22.05,0,0,0,medium income,Control School
1466,19648100000000_2033,0.23,0,98.22,0,1.78,40.09,1948,113864,68,13.47,0.63,653.5,59.35,34.92,61.9,15,0,0,0,medium income,Control School
1467,19648100000000_2037,0.23,0,99.73,0,0.27,40.18,1990,71750,68,22.2,0.63,13,57.34,34.92,47.02,21.4,0,0,0,medium income,Control School
1468,19648100000000_2038,0.23,0,69.26,0,28.77,40.18,1961,71750,68,22.2,0.63,13,57.34,34.92,47.02,21.4,0,0,0,medium income,Control School
1469,19648100000000_2039,0.23,0,92.79,0,5.58,40.18,2012,71750,68,22.2,0.63,13,57.34,34.92,47.02,21.4,0,0,0,medium income,Control School
1470,19648100000000_2040,0.23,0,94.83,0,5.56,40.18,1997,71750,68,22.2,0.63,241,57.34,34.92,47.02,21.4,0,0,0,medium income,Control School
1471,19648100000000_2041,0.23,0,98.27,0,1.41,40.18,1997,71750,68,22.2,0.63,241,57.34,34.92,47.02,21.4,0,0,0,medium income,Control School
1472,36678800000000_2056,0.23,0,99.37,0,0.64,41.46,1990,61657,88,10.89,0.63,220,64.79,34.44,48.29,47.1,0,0,0,medium income,Control School
1473,30666200000000_2133,0.23,0,100,0,0,39.22,1993,79412,10,17.73,0.46,20747,25.83,22.48,51.69,96.65,0,0,0,medium income,Control School
1474,19648400000000_2134,0.23,0,99.33,0,0.67,38.83,2006,77273,81,10.58,0.63,241,56.91,34.92,49.18,20.15,0,0,0,medium income,Control School
