"","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi"
"36678800000000_233",0.24,0,81.75,0,18.25,40.53,2008,63170,88,16.11,13,90.04,34.44,42.12,42.25,0,1,0
"30665200000000_287",0.24,0,99.28,0,0.72,38.3,1934,44479,66,13.86,98.5,50.78,22.48,58.82,29.4,0,1,0
"30665100000000_294",0.24,0,100,0,0,39.14,1956,31000,27,30.87,183,47.1,22.48,56.76,14.6,0,1,0
"33671200000000_313",0.24,0,96.58,0,3.42,39.73,1980,95000,49,28.83,32.5,57.56,31.72,32.23,24.3,0,1,0
"30666200000000_331",0.24,0,100,0,0,39.52,1949,91263,10,18.34,1894.5,29.98,22.48,48.43,15,0,1,0
"36677100000000_350",0.24,0,88.1,0,11.9,38.85,1992,55208,82,11.33,13,47.11,34.44,45.97,26.15,0,1,0
"33670800000000_390",0.24,0.26,87.06,0,12.68,39.53,2004,79524,92,40.05,13,54.93,31.72,41.88,36.15,0,1,0
"19734400000000_397",0.24,0,98.63,0,1.37,39.85,1989,70391,89,44.85,241,93.76,34.92,63.08,35.35,0,1,0
"19734400000000_399",0.24,0,100,0,0,39.85,1954,70391,89,44.85,42.5,93.76,34.92,63.08,35.35,0,1,0
"19642900000000_443",0.24,0,100,0,0,39.95,1952,65313,89,13.5,13,66.86,34.92,48.09,30.05,0,1,0
"19642900000000_444",0.24,0,100,0,4.72,39.95,1952,65313,89,13.5,42.5,66.86,34.92,48.09,30.05,0,1,0
"19642900000000_445",0.24,0,99.92,0,0,39.95,1952,65313,89,13.5,13,66.86,34.92,48.09,30.05,0,1,0
"19642900000000_447",0.24,0,100,0,0,39.89,2015,23750,89,17.44,241,66.86,34.92,64.6,22.3,0,1,0
"19642900000000_448",0.24,0,99.52,0,0,39.89,1951,47321,89,17.44,23,66.86,34.92,64.6,22.3,0,1,0
"19643800000000_459",0.24,0,98.25,0,1.75,38.78,1959,71000,65,40.79,42,53.81,34.92,52.41,10.35,0,1,0
"30666100000000_468",0.24,0,99.63,0,0.37,36.98,1965,127607,35,15.82,23,36.79,22.48,42.7,8.5,0,1,0
"30665200000000_489",0.24,0,100,0,0,37.11,1923,80571,66,14.09,1894.5,33.32,22.48,51.33,21.15,0,1,0
"33671200000000_491",0.24,0,93.85,0,6.15,38.99,2006,153131,49,21.18,38.5,55.17,31.72,34.64,29.05,0,1,0
"19734600000000_529",0.24,0.16,96.98,0,2.86,37.72,1965,100357,21,15.19,241,22.59,34.92,46.27,4.95,0,1,0
"36677100000000_611",0.24,0,97.61,0,2.39,39.51,1970,82083,82,17.87,241,61.48,34.44,58,29.05,0,1,0
"30739240000000_677",0.24,0,99.47,0,0.53,37.7,1999,74716,0,8.05,241,34.38,22.48,42.83,7.65,0,1,0
"19642120000000_682",0.24,0,100,0,0,37.61,1964,79375,40,35.71,264,30.05,34.92,39.44,13.8,0,1,0
"15634040000000_684",0.24,0,100,0,0,40.14,2005,97500,0,9.85,145,49.02,27.08,43.7,18.15,0,1,0
"30736430000000_699",0.24,0,99.82,0,0.18,38.6,1954,72917,16,33,241,38.35,22.48,50.72,10.8,0,1,0
"33669930000000_703",0.24,0,98.57,0,1.43,38.47,2000,72083,0,7.32,615,60.02,31.72,51.47,20,0,1,0
"33669930000000_704",0.24,0,100,0,0,38.47,1946,72083,0,11.17,615,60.02,31.72,51.47,20,0,1,0
"19752910000000_712",0.24,0,100,0,0,40.04,1989,108236,0,5.5,112.5,40.13,34.92,65.35,10.75,0,1,0
"19642610000000_739",0.24,0,100,0,0,39.34,1991,110294,0,38.2,164,22.22,34.92,54.46,4,0,1,0
"36678430000000_750",0.24,0,99.44,0.56,0,38.78,2005,48059,65,12.85,38.5,56.38,34.44,52.77,18.1,0,1,0
"36678430000000_753",0.24,0,99.56,0,0.44,39.86,1986,49911,65,15.17,38.5,56.11,34.44,60.75,18.1,0,1,0
"36678430000000_766",0.24,0,100,0,0,39.8,1940,66503,65,30.38,38.5,56.11,34.44,60.75,18.1,0,1,0
"36678430000000_774",0.24,0,100,0,0,39.89,1965,103438,65,13.19,38.5,56.11,34.44,60.75,18.1,0,1,0
"30736430000000_779",0.24,0,98.75,0,0,38.6,1995,72917,16,20.79,183,38.35,22.48,50.72,10.8,0,1,0
"36677100000000_804",0.24,0,99.52,0,0.48,39.86,2016,76935,82,12.18,13,50.52,34.44,41.01,13.3,0,1,0
"33751800000000_807",0.24,0,50.44,0,49.56,39.2,1993,61726,64,25.58,32.5,46.72,31.72,34.3,28.2,0,1,0
"33751800000000_808",0.24,0,14.73,0,85.27,39.14,1993,61726,64,25.58,1523.5,46.72,31.72,35.84,28.2,0,1,0
"42767900000000_814",0.24,0,91.62,0,8.38,35.3,1967,78611,62,48.19,205,30.54,24.3,28.7,11.9,0,1,0
"54718900000000_833",0.24,0,75.31,0,24.69,40.91,2008,40500,57,6.52,23,65.43,28.45,51.06,39,0,1,0
"30665200000000_852",0.24,0,99.76,0,0.24,38.05,1989,84861,66,14.86,241,38.72,22.48,53.68,18.2,0,1,0
"30666200000000_889",0.24,0,99.28,0,0.72,39.8,1966,74205,10,78.42,16,29.7,22.48,46.19,16.55,0,1,0
"19642100000000_914",0.24,0,97.12,0,2.88,37.76,1989,121389,71,6.88,578.5,28.86,34.92,51.58,13.7,0,1,0
"33751800000000_921",0.24,0,97.36,0,2.64,41.27,1884,41759,64,18.3,267,57.48,31.72,46.07,41.65,0,1,0
"33751800000000_922",0.24,0,95.04,0,4.96,41.39,1884,41759,64,18.3,42.5,57.48,31.72,46.07,41.65,0,1,0
"33751800000000_923",0.24,0,97.22,0,0.24,41.27,1884,41759,64,18.3,42.5,57.48,31.72,46.07,41.65,0,1,0
"19650000000000_927",0.24,3.67,85.18,0,11.16,42.22,1968,96215,22,34.63,241,20.63,34.92,41.18,7.2,0,1,0
"19650000000000_928",0.24,0,99.23,0,0,42.22,1968,96215,22,34.63,13,20.63,34.92,41.18,7.2,0,1,0
"36677100000000_953",0.24,0,96.03,0,3.97,40.33,1994,60541,82,12.77,42.5,25.14,34.44,43.09,46.85,0,1,0
"19651000000000_960",0.24,0,98.1,0,1.9,39.03,2003,116000,60,28.34,32.5,51.51,34.92,26.62,26.7,0,1,0
"30666000000000_972",0.24,0,100,0,0,34.95,1997,83438,23,17.86,1894.5,31.21,22.48,40.98,30.25,0,1,0
"19646900000000_986",0.24,0,98.41,0,1.59,38.49,1896,72200,90,32.03,205,75.9,34.92,51.47,26,0,1,0
"19648400000000_1036",0.24,0,100,0,0,38.61,1954,117292,81,11.97,241,28.45,34.92,55.98,14.95,0,1,0
"30665500000000_1037",0.24,0,98.76,0,1.24,35.55,1966,122054,32,43.35,1894.5,31.49,22.48,46.49,8,0,1,0
"56724600000000_1057",0.24,0,99.14,0,0.86,35.01,1927,94002,88,19.76,205,47.15,26.69,40.53,21.65,0,1,0
"19651300000000_1067",0.24,0,98.46,0,1.54,38.78,1937,87750,75,29.14,653.5,57.77,34.92,58.62,55.85,0,1,0
"19752900000000_1073",0.24,0,100,0,0,39.65,1994,70179,44,35.66,199,37.59,34.92,60.91,12.25,0,1,0
"19752900000000_1074",0.24,0,100,0,0,39.66,1994,70179,44,35.66,278.5,37.59,34.92,60.91,12.25,0,1,0
"19752900000000_1075",0.24,0,100,0,0,39.66,1994,70179,44,35.66,278.5,37.59,34.92,60.91,12.25,0,1,0
"19752900000000_1076",0.24,0,99.04,0,0,39.66,1994,70179,44,35.66,1894.5,37.59,34.92,60.91,12.25,0,1,0
"19752900000000_1077",0.24,0,100,0,0,39.66,1994,70179,44,35.66,278.5,37.59,34.92,60.91,12.25,0,1,0
"30665200000000_1090",0.24,0,100,0,0,36.67,1994,58802,66,40.68,125.5,47.17,22.48,51.08,8.35,0,1,0
"30665200000000_1091",0.24,0,99.43,0,0.57,37.84,2008,130694,66,6.75,241,22.74,22.48,54.94,10.85,0,1,0
"19642800000000_1124",0.24,0,100,0,0,38.98,1970,95298,75,32.58,504.5,46.29,34.92,49.6,17.15,0,1,0
"19642800000000_1125",0.24,0,98.99,0,11.68,38.98,1916,95298,75,32.58,13,46.29,34.92,49.6,17.15,0,1,0
"33670900000000_1126",0.24,0,85.41,0,14.59,38.77,1975,89485,48,13.51,42.5,57.33,31.72,54.83,29.7,0,1,0
"15638300000000_1139",0.24,0,68.53,0,31.47,40.6,2017,53105,29,21.93,14.5,62.2,27.08,27.3,50.3,0,1,0
"15638300000000_1140",0.24,0,32.53,0,67.47,40.6,1995,53105,29,21.93,205,62.2,27.08,27.3,50.3,0,1,0
"15638300000000_1141",0.24,0,82.52,0,50.66,40.6,1994,53105,29,21.93,13,62.2,27.08,27.3,50.3,0,1,0
"54722600000000_1160",0.24,0,93.06,0,6.94,39.91,2009,65560,71,13.75,615,46.02,28.45,61.75,37.7,0,1,0
"33670800000000_1237",0.24,0.08,66.48,0.74,32.71,42.09,2003,78375,92,18.7,32.5,54.93,31.72,41.88,31.15,0,1,0
"19647700000000_1254",0.24,0,100,0,0,38.92,2005,53894,39,14.45,653.5,63.03,34.92,62.87,25.15,0,1,0
"19647700000000_1312",0.24,0,100,0,0,38.42,1998,48173,39,35.04,241,67.87,34.92,59.87,16.4,0,1,0
"33670900000000_1357",0.24,0,88.43,0,11.57,38.28,1956,60469,48,16.7,16,57.33,31.72,60.28,33.35,0,1,0
"33670900000000_1362",0.24,0.4,84.26,0,15.34,38.85,1852,68702,48,10.76,13,57.33,31.72,50.48,19.5,0,1,0
"33670900000000_1363",0.24,0,100,0,0,38.85,1901,68702,48,10.76,1523.5,57.33,31.72,50.48,19.5,0,1,0
"36678800000000_1364",0.24,0,92.41,0,7.59,39.78,2012,47143,88,39.97,205,90.04,34.44,42.12,36.15,0,1,0
"19102000000000_1378",0.24,0,96.55,0,3.45,38.78,1993,66750,100,5.5,1523.5,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1379",0.24,0,80.95,0,19.05,38.78,1993,66750,100,5.5,241,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1380",0.24,0,100,0,0,38.78,1993,66750,100,5.5,55,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1381",0.24,0,100,0,0,38.84,1993,66750,100,5.5,145,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1382",0.24,0,100,0,0,38.84,1993,66750,100,5.5,55,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1383",0.24,0,100,0,0,38.84,1993,66750,100,5.5,55,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1384",0.24,0,100,0,0,38.84,1993,66750,100,5.5,145,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1385",0.24,0,99.85,0,0,38.84,1993,66750,100,5.5,1894.5,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1386",0.24,0,100,0,0,38.84,1993,66750,100,5.5,1894.5,56.6,34.92,75.08,8.6,0,1,0
"19102000000000_1387",0.24,0,100,0,0,38.84,1993,66750,100,5.5,361.5,56.6,34.92,75.08,8.6,0,1,0
"42692000000000_1402",0.24,1.41,98.46,0,0.13,33.92,1959,25134,36,19.27,14.5,24.54,24.3,16.2,12.7,0,1,0
"42692000000000_1407",0.24,17.89,81.05,0,1.05,33.81,1959,21552,36,19.27,205,24.54,24.3,16.2,12.7,0,1,0
"19647700000000_1450",0.24,0,100,0,0,39.08,1994,88125,39,15.51,199,55.77,34.92,64.65,26.3,0,1,0
"19651000000000_1478",0.24,0,86.3,0,13.7,39.53,1958,77679,60,24.61,205,60.67,34.92,27.56,20.35,0,1,0
"19768700000000_1509",0.24,0,100,0,0,36.39,2009,70227,35,15.05,36,56.41,34.92,62.83,4.6,0,1,0
"56724600000000_1518",0.24,0,100,0,0,34.92,1994,65881,88,20.9,32.5,47.15,26.69,30.31,24.25,0,1,0
"30664800000000_1519",0.24,0,99.78,0,0.22,38.95,1969,121597,43,18.85,241,28.88,22.48,41.26,9.5,0,1,0
"15635300000000_1546",0.24,0,47.21,0,52.79,37.66,1941,74583,90,38.58,205,57.27,27.08,42.1,41.05,0,1,0
"30665200000000_1599",0.24,0,99.68,0,0.32,37.2,2014,90862,66,40.44,205,35.96,22.48,35.93,6.95,0,1,0
"30665200000000_1600",0.24,0,100,0,2.03,37.2,1987,90862,66,40.44,13,35.96,22.48,35.93,6.95,0,1,0
"19647200000000_1640",0.24,0,100,0,0,38.86,1981,57875,71,6.71,55,49.03,34.92,66.58,20.75,0,1,0
"19647200000000_1641",0.24,0,100,0,2.22,38.86,2007,91989,71,6.71,55,49.03,34.92,66.58,20.75,0,1,0
"36677100000000_1744",0.24,0,99.3,0,0.7,39.66,2006,72361,82,13.47,464,37.88,34.44,34.97,33.1,0,1,0
"30665200000000_1776",0.24,0,99.52,0,0.48,37.05,1996,133571,66,45.26,16,28.15,22.48,51.07,16.55,0,1,0
"30665200000000_1787",0.24,0,98.33,0,1.67,37.71,1996,80769,66,9.4,205,37.07,22.48,35.75,15.65,0,1,0
"36678400000000_1795",0.24,0,100,0,0,39.84,1954,65441,67,14.6,42,56.11,34.44,60.75,31.05,0,1,0
"36678400000000_1796",0.24,0,100,0,0,39.91,1959,71645,67,14.6,271.5,56.11,34.44,60.75,31.05,0,1,0
"33751800000000_1807",0.24,0,94.75,0,5.25,41.22,1992,66503,64,27.85,205,57.91,31.72,31.74,39.5,0,1,0
"33751800000000_1808",0.24,0,68.81,0,50.15,41.22,1963,66503,64,27.85,205,57.91,31.72,31.74,39.5,0,1,0
"33751800000000_1809",0.24,0,36.47,0,52.28,41.22,2009,66503,64,27.85,32.5,57.91,31.72,31.74,39.5,0,1,0
"33751800000000_1810",0.24,0,91.67,0,8.33,41.1,1964,66503,64,27.85,205,57.91,31.72,31.74,39.5,0,1,0
"33751800000000_1811",0.24,0.57,33.33,0,44.38,41.22,2003,66503,64,27.85,1523.5,57.91,31.72,31.74,39.5,0,1,0
"30665200000000_1829",0.24,0,98.75,0,1.25,36.16,1999,118704,66,10.59,220,31.23,22.48,40.61,22.35,0,1,0
"33671200000000_1847",0.24,0,93.05,0,6.95,39.49,1993,46522,49,25.82,14.5,73.18,31.72,29.55,52.35,0,1,0
"33671200000000_1848",0.24,0,45.87,0,23.19,39.49,1993,46522,49,25.82,32.5,73.18,31.72,29.55,52.35,0,1,0
"33671200000000_1849",0.24,0,31.41,0,42.89,39.49,1993,46522,49,25.82,205,73.18,31.72,29.55,52.35,0,1,0
"19647700000000_1863",0.24,0,100,0,0,39.3,2022,58101,39,17.07,241,60.14,34.92,54.21,25.05,0,1,0
"19734400000000_1874",0.24,0,100,0,0,38.96,1960,27209,89,15.08,241,66.54,34.92,62.01,20.15,0,1,0
"19644400000000_1950",0.24,1.12,85.46,0,13.41,38.95,2004,70625,70,11.88,464,43.76,34.92,44.11,17.2,0,1,0
"33670900000000_1987",0.24,0,93.93,0,6.07,40.33,1958,74205,48,11.86,23,38.86,31.72,63.21,28.7,0,1,0
"56724500000000_2082",0.24,12.82,72.69,0,14.5,39.86,2006,75707,60,18.47,13,41.52,26.69,39.8,26.65,0,1,0
"30664800000000_2126",0.24,0,100,0,0,37.65,2014,127614,43,18.01,241,34.38,22.48,42.83,53.2,0,1,0
"15638300000000_2138",0.24,0,71.07,0,28.93,39.66,1993,112766,29,11.32,13,62.2,27.08,43.26,11.85,0,1,0
"30667500000000_2159",0.24,0,98.55,0,1.45,36.29,1996,133438,55,13.75,42.5,39.42,22.48,46.62,25.45,0,1,0
"33670660000000_2219",0.24,0,100,0,0,41.03,1991,41759,0,11.39,23,57.48,31.72,46.07,23.75,0,1,0
"30666000000000_2234",0.24,0,100,0,0,38.09,1998,99190,23,11.66,1523.5,32.3,22.48,48.25,4.25,0,1,0
"33670660000000_2281",0.24,0,100,0,36.49,41.03,2004,41759,0,12.38,1523.5,57.48,31.72,46.07,20.65,0,1,0
"30664700000000_2292",0.24,0,100,0,0,37.4,1930,74750,54,10.84,13,50.98,22.48,43.48,9.25,0,1,0
"19102000000000_2303",0.24,0,97.78,0,2.22,39.6,1999,79009,100,10.89,36,31.7,34.92,57.86,22.8,0,1,0
"33103300000000_2305",0.24,0.08,99.37,0,1.51,38.28,1965,60469,65,9.5,1894.5,57.33,31.72,60.28,39.35,0,1,0
"16101700000000_2375",0.24,0,99.29,0,0.71,40.78,1983,33500,100,10.63,13,108.13,42.51,62.67,18.8,0,1,0
"36679000000000_2418",0.24,0,100,0,0,37.26,1948,81016,0,6.22,241,52.43,34.44,54.21,11.05,0,1,0
"19743300000000_2455",0.24,0,99.83,0,0.17,39.73,2018,122054,0,14.02,161,54.29,34.92,76.27,21.4,0,1,0
"33670800000000_2463",0.24,0,96.51,0,3.49,42.01,2015,69000,92,19.95,205,69.67,31.72,28.2,45.2,0,1,0
"33103300000000_2500",0.24,0,100,0,1.99,38.77,2017,89485,65,13.63,1894.5,57.33,31.72,54.83,33.45,0,1,0
"19734400000000_2520",0.24,0,100,0,0,40.97,2015,68219,89,35.71,241,96.18,34.92,72.95,17.1,0,1,0
"36677100000000_2565",0.24,0,97.83,0,2.17,39.59,1997,81875,82,11.38,13,48.82,34.44,47.97,13,0,1,0
"19648400000000_2588",0.24,0,100,0,0,38.52,1992,94516,81,14.78,13,56.71,34.92,52.44,18.15,0,1,0
"33672500000000_2612",0.24,0,30.13,0,69.87,39.96,1998,50417,83,22.47,32.5,62.02,31.72,19.64,26.15,0,1,0
"36677100000000_2618",0.24,0,98.57,0,1.43,40.39,1959,43134,82,15.04,42.5,44.95,34.44,42.63,31.5,0,1,0
"36677100000000_2636",0.24,3.08,75.07,0,21.85,39.1,1990,88869,82,10.91,205,47.11,34.44,45.97,20.05,0,1,0
"36678400000000_2708",0.24,0,99.6,0,0.4,38.97,2009,38361,67,9.88,53.5,41.05,34.44,56,89.9,0,1,0
"30666200000000_2716",0.24,0.46,98.17,0,1.38,39.01,1959,146389,10,7.33,112.5,31.89,22.48,56.26,51.5,0,1,0
"19753300000000_2723",0.24,0,100,0,0,33.73,1928,20423,3,26.38,42.5,13.27,34.92,47.34,3.65,0,1,0
"30665200000000_2726",0.24,0,100,0,0,37.85,1989,83750,66,40.17,42.5,24.75,22.48,52.02,10.4,0,1,0
"19647200000000_2728",0.24,0,100,0,0,39.14,1993,79118,71,9.33,241,49.03,34.92,66.58,27.55,0,1,0
"19647200000000_2729",0.24,0,100,0,0,39.14,1971,45375,71,9.33,1894.5,49.03,34.92,66.58,27.55,0,1,0
"19642100000000_2742",0.24,0,100,0,0,38.24,1970,59125,71,12.15,464,48.36,34.92,43.62,20.9,0,1,0
"33672000000000_2743",0.24,0,85.59,0,14.41,41.1,1994,74583,69,14.2,55,54.1,31.72,59.35,39.35,0,1,0
"33670900000000_2780",0.24,0,95.63,0,4.37,38.82,2007,89485,48,54.32,1894.5,57.33,31.72,54.83,21.6,0,1,0
"30665200000000_2883",0.24,0,100,0,0,38.08,1999,44479,66,42.76,1894.5,33.47,22.48,47.01,16.1,0,1,0
"36677100000000_2903",0.24,0,100,0,0,39.77,1996,80500,82,12.79,16,62.8,34.44,50.37,39.7,0,1,0
"56725600000000_2961",0.24,0,100,0,0,36.23,1930,67806,58,17.83,42,45.35,26.69,51.9,26.85,0,1,0
"19734400000000_2995",0.24,0,100,0,0,39.97,1961,68281,89,10.07,13,114.33,34.92,73.27,15.85,0,1,0
"19752900000000_3029",0.24,0,88.48,0,0,40.04,1959,101614,44,23.42,1894.5,40.13,34.92,65.35,23.9,0,1,0
"30664700000000_3101",0.24,0,100,0,0,37.66,1990,78365,54,10.73,241,40.37,22.48,46.24,21.6,0,1,0
"30664700000000_3102",0.24,0,100,0,0,38.03,1955,78365,54,10.73,1523.5,39.12,22.48,42.04,21.6,0,1,0
"30665200000000_3292",0.24,0,99.1,0,0.9,36.67,2010,63533,66,17.88,42.5,34,22.48,36.28,16.75,0,1,0
"54718400000000_3310",0.24,0.43,95.88,0,3.68,41.16,2005,65600,80,40.34,205,61.64,28.45,33.84,39.9,0,1,0
"33669900000000_3328",0.24,0,77.84,0,22.16,37.91,2003,118750,89,11.35,1523.5,48,31.72,32.46,20.95,0,1,0
"36677100000000_3391",0.24,0,100,0,0,40.58,2002,75820,82,17.07,13,50.52,34.44,41.01,36.15,0,1,0
"33751800000000_3429",0.24,0,94.37,0,5.63,39.92,1998,87117,64,34.87,14.5,57.83,31.72,23.83,22.4,0,1,0
"30664600000000_3447",0.24,0,82.75,0,17.25,37.66,2000,72742,58,7.54,13,17.93,22.48,30.43,13.05,0,1,0
"30665100000000_3566",0.24,0,100,0,0,39.01,1995,58505,27,13.58,27.5,29.11,22.48,59.73,12,0,1,0
"19642800000000_3581",0.24,0,100,0,0,39.05,1990,79524,75,19.57,1523.5,71.92,34.92,47.51,30.9,0,1,0
"19642900000000_3607",0.24,0,100,0,0,39.58,1997,42200,89,19.6,23,66.86,34.92,59.56,24.2,0,1,0
"36677100000000_3610",0.24,0,98.66,0,1.34,40.05,1992,66597,82,17.71,241,25.14,34.44,43.09,41.8,0,1,0
"19646300000000_3671",0.24,0,100,0,0,37.77,2011,121705,49,9.25,241,86.03,34.92,41.93,48.85,0,1,0
"19646300000000_3672",0.24,0,100,0,0,37.77,1997,121705,49,9.25,241,86.03,34.92,41.93,48.85,0,1,0
"19734400000000_3678",0.24,0,98.04,0,1.96,39.86,1957,96053,89,14.5,32.5,115.45,34.92,51.26,18.85,0,1,0
"19734400000000_3681",0.24,0,100,0,0,39.86,1993,31506,89,14.5,1523.5,115.45,34.92,51.26,18.85,0,1,0
"36677000000000_3708",0.24,0,97.85,0,2.15,37.24,1958,77750,38,19.66,13,35.03,34.44,40.44,15,0,1,0
"30666200000000_3710",0.24,0,99.6,0,0.4,39.23,1999,58638,10,18.26,27.5,36.65,22.48,61.45,21.95,0,1,0
"30666200000000_3711",0.24,0,100,0,0,39.33,1971,69926,10,18.26,271.5,36.65,22.48,61.45,21.95,0,1,0
"36677100000000_3718",0.24,0,100,0,0,40.08,2005,53250,82,13.62,13,62.8,34.44,41.67,27.4,0,1,0
"33670800000000_3719",0.24,0,74.43,0,25.57,39.72,1942,36190,92,57.25,32.5,50.53,31.72,32.39,33.15,0,1,0
"30666100000000_3724",0.24,0,99.23,0,0.77,36.05,1997,79159,35,20.14,653.5,28.23,22.48,51.36,27.45,0,1,0
"56726000000000_3733",0.24,0,96.89,0,3.11,41.72,2003,130966,60,8.56,205,48.64,26.69,39.19,15.3,0,1,0
"19647200000000_3780",0.24,0,99.65,0,0.35,39.27,2005,80750,71,15.64,241,57.55,34.92,56.98,26.25,0,1,0
"19647200000000_3781",0.24,0,100,0,0,39.27,1999,80750,71,15.64,241,57.55,34.92,56.98,26.25,0,1,0
"19644400000000_3840",0.24,0,100,0,0,38.36,1954,45500,70,38,241,36.78,34.92,57.32,21.55,0,1,0
"33670600000000_11",0.25,0,100,0,0,43.05,1980,33269,91,13.61,205,16.96,31.72,26.61,33.65,0,1,0
"19642800000000_51",0.25,0,94.75,0,5.25,39.07,1954,88164,75,10.74,28,46.29,34.92,49.6,14.6,0,1,0
"36678200000000_124",0.25,0,93.72,0,6.28,38.91,1965,89943,71,12.96,42.5,55.97,34.44,45.72,16.85,0,1,0
"36678200000000_127",0.25,0,98,0,2.69,38.91,1965,89943,71,12.96,42.5,55.97,34.44,45.72,16.85,0,1,0
"33752400000000_153",0.25,0,81.72,0,18.28,39.97,1924,50341,80,13.39,205,57.29,31.72,23.16,23.75,0,1,0
"36750700000000_160",0.25,0,99.92,0,0.08,38.41,1954,69225,86,16.17,13,70.09,34.44,45.74,46.15,0,1,0
"33670800000000_187",0.25,0,93.88,0,6.12,40.23,1992,64875,92,32.5,1523.5,69.41,31.72,26.22,36.65,0,1,0
"33671200000000_200",0.25,0,97.55,0,2.45,38.43,1995,90183,49,25.5,13,44.23,31.72,37.59,15.3,0,1,0
"33671200000000_201",0.25,0,100,0,2.32,38.43,2000,90183,49,25.5,13,44.23,31.72,37.59,15.3,0,1,0
"33671200000000_202",0.25,5.77,94.23,0,0,37.69,1953,90183,49,25.5,205,44.23,31.72,37.59,15.3,0,1,0
"19648100000000_203",0.25,0,98.1,0,1.9,40.35,2016,54333,68,16.7,183,34.52,34.92,54.83,16.2,0,1,0
"19648100000000_204",0.25,0,100,0,0,40.35,2016,54333,68,16.7,241,34.52,34.92,54.83,16.2,0,1,0
"19648100000000_205",0.25,0,100,0,0,40.35,2016,54333,68,16.7,183,34.52,34.92,54.83,16.2,0,1,0
"19643000000000_207",0.25,0,100,0,0,37.95,2016,97604,90,2,1894.5,61.64,34.92,49.58,46.9,0,1,0
"19644400000000_213",0.25,0,100,0,0,38.95,1955,89006,70,15.64,16,44.37,34.92,52.22,18.85,0,1,0
"36678800000000_361",0.25,1.36,96.24,0,2.4,40.85,1989,36583,88,11.22,205,129.95,34.44,45.52,48.35,0,1,0
"19734400000000_380",0.25,0,99.2,0,0.8,39.45,1959,47604,89,10.6,13,120.42,34.92,64.43,33.4,0,1,0
"19643800000000_396",0.25,0,98.25,0,1.75,39.2,1969,82125,65,19.94,1523.5,46.73,34.92,43.63,23.05,0,1,0
"36678200000000_405",0.25,0,100,0,0,38.26,1967,58423,71,14.29,98.5,52.09,34.44,66.31,13.8,0,1,0
"30666100000000_527",0.25,0,100,0,0,36.14,1965,133438,35,20.39,241,39.42,22.48,46.62,19.3,0,1,0
"36103600000000_540",0.25,0,100,0,0,37.92,2004,64857,86,42.73,220,21.67,34.44,42.29,64.05,0,1,0
"36103600000000_541",0.25,0,85.45,0,0,37.92,2004,64857,86,42.73,653.5,21.67,34.44,42.29,64.05,0,1,0
"19734400000000_543",0.25,0,100,0,0,39.64,2015,69145,89,13.63,32.5,131.07,34.92,54,15.45,0,1,0
"19734400000000_544",0.25,0,98.72,0,1.28,40.01,1896,31607,89,46.95,145,86.77,34.92,76.44,36,0,1,0
"19648400000000_571",0.25,0,99.44,0,0.56,39.05,1993,81786,81,15.13,42.5,57.55,34.92,51.48,24.05,0,1,0
"19647200000000_589",0.25,0,100,0,0,39.11,1923,87000,71,7.21,38.5,47.04,34.92,57.22,31.8,0,1,0
"19647200000000_590",0.25,0,100,0,0,39.11,1999,87000,71,7.21,83,47.04,34.92,57.22,31.8,0,1,0
"56726520000000_679",0.25,23.48,70.68,0,5.84,33.66,1943,61292,0,16.45,42.5,53.83,26.69,44.95,20.8,0,1,0
"36676780000000_801",0.25,0,100,0,0,37.95,1924,72411,0,10.9,129,45.64,34.44,45.2,18.05,0,1,0
"30665200000000_831",0.25,0,100,0,0,37.02,1990,86319,66,19.94,38.5,38.91,22.48,41.2,10.7,0,1,0
"30666000000000_855",0.25,0,100,0,0,37.39,2006,74000,23,8.11,241,32.3,22.48,48.25,4.65,0,1,0
"19734400000000_930",0.25,0,100,0,0,39.92,1955,31607,89,17.54,241,86.77,34.92,76.44,16.7,0,1,0
"19649300000000_937",0.25,0,97.53,0,2.47,39.4,1948,50057,70,16.18,361.5,35.75,34.92,69.48,5.85,0,1,0
"19648400000000_958",0.25,0,99.76,0,0.24,39.11,1997,93229,81,11.23,13,35.39,34.92,43.8,14.3,0,1,0
"36677100000000_1023",0.25,0,100,0,0,39.16,1922,76563,82,28.3,241,39.51,34.44,46.85,25.25,0,1,0
"36677100000000_1024",0.25,0,83.47,0,3.65,39.16,1958,34179,82,28.3,241,39.51,34.44,46.85,25.25,0,1,0
"19734400000000_1033",0.25,0,98.77,0,1.23,39.45,1958,84851,89,12.91,13,83.19,34.92,49.76,23.85,0,1,0
